Arquivo: le450_25c.col
Arestas: 17343
Cores usadas: 179
Tempo de execução: 902 ms
e 4 110 cor 27
e 4 401 cor 28
e 4 233 cor 29
e 4 174 cor 30
e 4 390 cor 32
e 4 331 cor 31
e 4 113 cor 33
e 4 386 cor 34
e 4 427 cor 35
e 4 433 cor 36
e 4 249 cor 37
e 4 440 cor 38
e 4 81 cor 39
e 4 97 cor 40
e 4 413 cor 41
e 4 345 cor 42
e 4 261 cor 43
e 4 127 cor 44
e 4 143 cor 45
e 4 34 cor 46
e 4 400 cor 47
e 4 241 cor 48
e 4 357 cor 49
e 4 298 cor 50
e 4 438 cor 51
e 4 320 cor 52
e 4 286 cor 53
e 4 377 cor 54
e 4 443 cor 55
e 4 134 cor 56
e 4 425 cor 57
e 4 66 cor 58
e 4 57 cor 59
e 4 98 cor 60
e 4 314 cor 61
e 4 255 cor 62
e 4 46 cor 63
e 4 437 cor 64
e 4 78 cor 65
e 4 119 cor 66
e 4 360 cor 67
e 4 301 cor 68
e 4 42 cor 69
e 4 58 cor 70
e 4 349 cor 72
e 4 40 cor 71
e 4 381 cor 73
e 4 88 cor 74
e 4 295 cor 75
e 4 411 cor 76
e 4 402 cor 77
e 4 393 cor 78
e 4 359 cor 79
e 4 375 cor 80
e 4 266 cor 81
e 4 182 cor 82
e 4 48 cor 83
e 4 139 cor 84
e 4 155 cor 85
e 4 421 cor 86
e 4 262 cor 87
e 4 378 cor 88
e 4 294 cor 89
e 4 160 cor 90
e 4 151 cor 91
e 4 117 cor 92
e 4 283 cor 93
e 4 399 cor 94
e 4 340 cor 95
e 4 56 cor 96
e 4 297 cor 97
e 5 196 cor 1
e 5 39 cor 2
e 5 171 cor 3
e 5 289 cor 4
e 5 288 cor 5
e 5 361 cor 6
e 5 52 cor 7
e 5 343 cor 8
e 5 25 cor 9
e 5 416 cor 10
e 5 157 cor 11
e 5 123 cor 12
e 5 121 cor 13
e 5 37 cor 14
e 5 378 cor 15
e 5 11 cor 16
e 5 227 cor 17
e 5 143 cor 18
e 5 9 cor 19
e 5 450 cor 20
e 5 41 cor 21
e 5 207 cor 22
e 5 348 cor 23
e 5 164 cor 24
e 5 78 cor 25
e 5 219 cor 26
e 5 35 cor 27
e 5 276 cor 28
e 5 313 cor 29
e 5 79 cor 30
e 5 420 cor 31
e 5 411 cor 32
e 5 402 cor 33
e 5 293 cor 34
e 5 234 cor 35
e 5 425 cor 41
e 5 116 cor 36
e 5 432 cor 37
e 5 423 cor 38
e 5 389 cor 39
e 5 96 cor 40
e 5 112 cor 42
e 5 103 cor 43
e 5 69 cor 44
e 5 110 cor 45
e 5 301 cor 46
e 5 17 cor 47
e 5 183 cor 48
e 5 399 cor 49
e 5 365 cor 50
e 5 31 cor 51
e 5 372 cor 52
e 6 115 cor 1
e 6 365 cor 2
e 6 447 cor 3
e 6 422 cor 4
e 6 213 cor 6
e 6 345 cor 7
e 6 261 cor 8
e 6 27 cor 9
e 6 267 cor 10
e 6 83 cor 11
e 6 349 cor 12
e 6 140 cor 13
e 6 288 cor 14
e 6 101 cor 15
e 6 417 cor 16
e 6 383 cor 17
e 6 424 cor 18
e 6 204 cor 19
e 6 445 cor 20
e 6 286 cor 21
e 6 352 cor 22
e 6 68 cor 23
e 6 284 cor 24
e 6 225 cor 25
e 6 366 cor 26
e 6 189 cor 27
e 6 405 cor 28
e 6 396 cor 29
e 6 337 cor 30
e 6 53 cor 31
e 6 410 cor 32
e 6 51 cor 33
e 6 99 cor 34
e 6 22 cor 35
e 6 388 cor 37
e 6 129 cor 36
e 6 207 cor 38
e 6 398 cor 39
e 6 89 cor 40
e 6 380 cor 41
e 6 421 cor 42
e 6 162 cor 43
e 6 278 cor 44
e 6 219 cor 45
e 6 435 cor 46
e 6 376 cor 47
e 6 67 cor 48
e 6 358 cor 49
e 6 74 cor 50
e 6 240 cor 51
e 6 47 cor 52
e 7 373 cor 1
e 7 298 cor 2
e 7 191 cor 3
e 7 323 cor 4
e 7 441 cor 5
e 7 91 cor 6
e 7 348 cor 7
e 7 216 cor 8
e 7 416 cor 9
e 7 273 cor 11
e 7 89 cor 10
e 7 280 cor 12
e 7 446 cor 13
e 7 187 cor 14
e 7 278 cor 15
e 7 294 cor 16
e 7 185 cor 17
e 7 76 cor 18
e 7 42 cor 19
e 7 108 cor 20
e 7 274 cor 21
e 7 390 cor 22
e 7 306 cor 23
e 7 113 cor 24
e 7 404 cor 25
e 7 20 cor 26
e 7 136 cor 27
e 7 152 cor 28
e 7 43 cor 29
e 7 334 cor 31
e 7 25 cor 30
e 7 316 cor 32
e 7 248 cor 33
e 7 139 cor 34
e 7 130 cor 35
e 7 71 cor 36
e 7 212 cor 37
e 7 103 cor 38
e 7 444 cor 39
e 7 410 cor 40
e 7 101 cor 41
e 7 317 cor 42
e 7 283 cor 43
e 7 349 cor 44
e 7 90 cor 45
e 7 231 cor 46
e 7 47 cor 47
e 8 224 cor 1
e 8 124 cor 2
e 8 292 cor 3
e 8 328 cor 4
e 8 94 cor 5
e 8 60 cor 6
e 8 151 cor 7
e 8 167 cor 9
e 8 174 cor 8
e 8 285 cor 10
e 8 101 cor 11
e 8 281 cor 12
e 8 247 cor 13
e 8 154 cor 14
e 8 145 cor 15
e 8 136 cor 16
e 8 127 cor 17
e 8 143 cor 19
e 8 409 cor 18
e 8 225 cor 20
e 8 388 cor 21
e 8 129 cor 22
e 8 411 cor 23
e 8 302 cor 24
e 8 293 cor 25
e 8 284 cor 26
e 8 300 cor 27
e 8 182 cor 28
e 8 23 cor 29
e 8 189 cor 30
e 8 330 cor 31
e 8 171 cor 32
e 8 287 cor 33
e 8 203 cor 34
e 8 119 cor 35
e 8 385 cor 36
e 8 176 cor 37
e 8 67 cor 38
e 8 149 cor 39
e 8 40 cor 40
e 8 431 cor 41
e 8 147 cor 42
e 8 13 cor 43
e 8 354 cor 44
e 8 295 cor 45
e 8 11 cor 46
e 8 202 cor 47
e 8 218 cor 48
e 8 84 cor 49
e 8 175 cor 50
e 8 166 cor 51
e 8 157 cor 52
e 8 98 cor 53
e 8 264 cor 54
e 8 30 cor 55
e 8 96 cor 56
e 8 162 cor 57
e 8 303 cor 58
e 8 144 cor 59
e 8 235 cor 60
e 8 301 cor 61
e 8 392 cor 62
e 8 99 cor 63
e 8 190 cor 64
e 8 256 cor 65
e 8 422 cor 66
e 9 18 cor 1
e 9 243 cor 2
e 9 400 cor 3
e 9 368 cor 4
e 9 66 cor 5
e 9 107 cor 6
e 9 323 cor 7
e 9 364 cor 8
e 9 130 cor 9
e 9 87 cor 10
e 9 153 cor 11
e 9 294 cor 12
e 9 185 cor 13
e 9 26 cor 14
e 9 117 cor 15
e 9 158 cor 16
e 9 288 cor 17
e 9 79 cor 18
e 9 420 cor 20
e 9 361 cor 21
e 9 52 cor 22
e 9 343 cor 23
e 9 25 cor 24
e 9 416 cor 25
e 9 157 cor 26
e 9 123 cor 27
e 9 121 cor 28
e 9 37 cor 29
e 9 378 cor 30
e 9 11 cor 31
e 9 450 cor 32
e 9 41 cor 33
e 9 207 cor 34
e 9 348 cor 35
e 9 164 cor 36
e 9 96 cor 37
e 9 112 cor 38
e 9 78 cor 39
e 9 219 cor 41
e 9 35 cor 40
e 9 276 cor 42
e 9 110 cor 43
e 9 401 cor 44
e 9 67 cor 45
e 9 33 cor 46
e 9 99 cor 47
e 9 190 cor 48
e 9 322 cor 49
e 9 13 cor 50
e 9 329 cor 51
e 9 370 cor 52
e 9 86 cor 53
e 9 327 cor 54
e 9 268 cor 55
e 9 50 cor 56
e 9 338 cor 57
e 9 404 cor 58
e 9 20 cor 59
e 9 111 cor 60
e 9 227 cor 61
e 9 143 cor 62
e 9 425 cor 63
e 9 16 cor 64
e 9 257 cor 65
e 9 173 cor 66
e 9 439 cor 67
e 9 205 cor 68
e 9 296 cor 69
e 9 312 cor 70
e 9 128 cor 71
e 9 344 cor 72
e 9 335 cor 73
e 9 351 cor 74
e 9 217 cor 75
e 9 208 cor 76
e 9 199 cor 77
e 9 165 cor 78
e 9 281 cor 79
e 9 272 cor 80
e 10 219 cor 1
e 10 444 cor 2
e 10 119 cor 3
e 10 74 cor 4
e 10 240 cor 5
e 10 431 cor 6
e 10 64 cor 7
e 10 405 cor 8
e 10 371 cor 9
e 10 37 cor 10
e 10 344 cor 11
e 10 103 cor 12
e 10 251 cor 13
e 10 192 cor 14
e 10 408 cor 15
e 10 203 cor 17
e 10 342 cor 19
e 10 183 cor 18
e 10 415 cor 21
e 10 231 cor 20
e 10 22 cor 23
e 10 388 cor 22
e 10 204 cor 24
e 10 61 cor 26
e 10 118 cor 27
e 10 277 cor 28
e 10 418 cor 29
e 10 209 cor 30
e 10 150 cor 31
e 10 366 cor 32
e 10 307 cor 33
e 10 23 cor 34
e 10 214 cor 35
e 10 280 cor 36
e 10 212 cor 38
e 10 194 cor 37
e 10 351 cor 39
e 10 267 cor 40
e 10 437 cor 41
e 10 78 cor 42
e 10 94 cor 43
e 10 317 cor 44
e 10 258 cor 45
e 10 449 cor 46
e 10 165 cor 47
e 10 281 cor 48
e 10 272 cor 49
e 10 288 cor 50
e 10 79 cor 51
e 10 395 cor 52
e 10 105 cor 53
e 10 196 cor 54
e 10 262 cor 55
e 10 378 cor 56
e 10 392 cor 58
e 10 58 cor 57
e 10 399 cor 59
e 10 290 cor 60
e 10 306 cor 61
e 10 147 cor 62
e 10 263 cor 63
e 10 254 cor 64
e 10 195 cor 65
e 10 411 cor 66
e 10 327 cor 67
e 10 218 cor 68
e 10 134 cor 69
e 10 425 cor 72
e 10 141 cor 70
e 10 282 cor 71
e 10 48 cor 73
e 10 39 cor 74
e 10 55 cor 75
e 10 421 cor 76
e 10 237 cor 77
e 10 53 cor 78
e 10 319 cor 79
e 10 326 cor 80
e 10 30 cor 81
e 10 71 cor 82
e 10 362 cor 83
e 10 419 cor 84
e 10 301 cor 85
e 10 17 cor 86
e 10 133 cor 87
e 10 124 cor 88
e 10 90 cor 89
e 10 131 cor 90
e 10 347 cor 91
e 10 363 cor 92
e 10 279 cor 93
e 10 70 cor 94
e 11 70 cor 1
e 11 177 cor 2
e 11 195 cor 3
e 11 127 cor 4
e 11 395 cor 5
e 11 420 cor 6
e 11 152 cor 7
e 11 418 cor 8
e 11 259 cor 9
e 11 325 cor 10
e 11 441 cor 11
e 11 108 cor 12
e 11 249 cor 13
e 11 90 cor 14
e 11 231 cor 15
e 11 72 cor 17
e 11 113 cor 18
e 11 379 cor 19
e 11 170 cor 20
e 11 102 cor 21
e 11 168 cor 22
e 11 284 cor 23
e 11 200 cor 24
e 11 198 cor 25
e 11 227 cor 26
e 11 143 cor 27
e 11 450 cor 28
e 11 41 cor 29
e 11 207 cor 30
e 11 348 cor 32
e 11 164 cor 34
e 11 112 cor 33
e 11 78 cor 35
e 11 219 cor 36
e 11 35 cor 37
e 11 276 cor 38
e 11 13 cor 39
e 11 354 cor 40
e 11 295 cor 41
e 11 202 cor 42
e 11 218 cor 43
e 11 84 cor 44
e 11 175 cor 45
e 11 166 cor 47
e 11 157 cor 48
e 11 98 cor 49
e 11 264 cor 50
e 11 30 cor 51
e 11 96 cor 52
e 11 162 cor 53
e 11 303 cor 54
e 11 144 cor 55
e 11 235 cor 56
e 11 301 cor 57
e 11 392 cor 59
e 11 99 cor 58
e 11 190 cor 60
e 11 256 cor 61
e 11 422 cor 62
e 12 103 cor 2
e 12 246 cor 3
e 12 371 cor 4
e 12 121 cor 5
e 12 403 cor 6
e 12 28 cor 7
e 12 239 cor 8
e 12 230 cor 9
e 12 146 cor 10
e 12 53 cor 11
e 12 269 cor 12
e 12 235 cor 13
e 12 30 cor 14
e 12 21 cor 15
e 12 428 cor 16
e 12 144 cor 17
e 12 335 cor 18
e 12 326 cor 19
e 13 197 cor 1
e 13 447 cor 2
e 13 279 cor 3
e 13 304 cor 4
e 13 320 cor 5
e 13 286 cor 6
e 13 402 cor 7
e 13 368 cor 8
e 13 34 cor 9
e 13 342 cor 10
e 13 283 cor 11
e 13 399 cor 12
e 13 365 cor 13
e 13 381 cor 14
e 13 222 cor 15
e 13 440 cor 16
e 13 81 cor 17
e 13 97 cor 18
e 13 136 cor 19
e 13 152 cor 20
e 13 43 cor 21
e 13 434 cor 22
e 13 241 cor 23
e 13 307 cor 24
e 13 398 cor 25
e 13 105 cor 26
e 13 14 cor 27
e 13 130 cor 28
e 13 121 cor 29
e 13 403 cor 30
e 13 194 cor 31
e 13 351 cor 32
e 13 242 cor 33
e 13 233 cor 34
e 13 199 cor 35
e 13 156 cor 36
e 13 254 cor 37
e 13 49 cor 38
e 13 15 cor 40
e 13 56 cor 41
e 13 245 cor 42
e 13 186 cor 44
e 13 427 cor 45
e 13 293 cor 46
e 13 284 cor 47
e 13 200 cor 48
e 13 16 cor 49
e 13 257 cor 51
e 13 173 cor 52
e 13 39 cor 53
e 13 110 cor 54
e 13 401 cor 55
e 13 67 cor 56
e 13 33 cor 57
e 13 281 cor 58
e 13 322 cor 59
e 13 329 cor 60
e 13 370 cor 61
e 13 86 cor 62
e 13 327 cor 63
e 13 268 cor 64
e 13 50 cor 65
e 13 354 cor 66
e 13 295 cor 67
e 13 202 cor 68
e 13 218 cor 69
e 13 84 cor 70
e 13 175 cor 71
e 13 166 cor 72
e 13 157 cor 73
e 13 98 cor 74
e 13 264 cor 75
e 13 30 cor 76
e 13 96 cor 77
e 13 162 cor 78
e 13 303 cor 79
e 13 144 cor 80
e 13 235 cor 81
e 13 301 cor 82
e 13 392 cor 83
e 13 99 cor 84
e 13 190 cor 85
e 13 256 cor 86
e 13 422 cor 87
e 14 155 cor 1
e 14 423 cor 2
e 14 173 cor 3
e 14 205 cor 4
e 14 180 cor 5
e 14 298 cor 6
e 14 398 cor 7
e 14 130 cor 8
e 14 121 cor 9
e 14 162 cor 10
e 14 403 cor 11
e 14 194 cor 12
e 14 110 cor 13
e 14 351 cor 14
e 14 242 cor 15
e 14 233 cor 16
e 14 199 cor 17
e 14 190 cor 18
e 14 156 cor 19
e 14 322 cor 20
e 14 254 cor 21
e 15 349 cor 1
e 15 81 cor 2
e 15 24 cor 3
e 15 274 cor 4
e 15 83 cor 5
e 15 422 cor 6
e 15 138 cor 7
e 15 329 cor 8
e 15 151 cor 9
e 15 192 cor 10
e 15 333 cor 11
e 15 249 cor 12
e 15 431 cor 13
e 15 147 cor 14
e 15 49 cor 15
e 15 354 cor 16
e 15 245 cor 17
e 15 186 cor 18
e 15 427 cor 19
e 15 293 cor 20
e 15 284 cor 21
e 15 200 cor 22
e 15 16 cor 23
e 15 257 cor 24
e 15 173 cor 25
e 15 39 cor 26
e 15 246 cor 27
e 15 37 cor 28
e 15 353 cor 29
e 15 419 cor 30
e 15 35 cor 31
e 15 251 cor 32
e 15 167 cor 33
e 15 408 cor 34
e 15 374 cor 35
e 15 56 cor 36
e 15 38 cor 37
e 15 445 cor 38
e 15 261 cor 39
e 15 414 cor 41
e 15 405 cor 42
e 15 421 cor 43
e 15 312 cor 44
e 15 203 cor 45
e 15 144 cor 46
e 15 360 cor 47
e 15 326 cor 48
e 15 417 cor 49
e 15 358 cor 50
e 15 149 cor 51
e 15 31 cor 52
e 15 322 cor 53
e 15 63 cor 54
e 15 179 cor 55
e 16 307 cor 1
e 16 125 cor 2
e 16 100 cor 3
e 16 357 cor 4
e 16 350 cor 5
e 16 325 cor 6
e 16 43 cor 7
e 16 334 cor 8
e 16 450 cor 9
e 16 264 cor 10
e 16 49 cor 11
e 16 56 cor 12
e 16 322 cor 13
e 16 354 cor 14
e 16 245 cor 15
e 16 186 cor 16
e 16 427 cor 17
e 16 293 cor 18
e 16 284 cor 19
e 16 200 cor 20
e 16 39 cor 21
e 16 338 cor 22
e 16 404 cor 24
e 16 20 cor 25
e 16 111 cor 26
e 16 227 cor 27
e 16 143 cor 28
e 16 425 cor 31
e 16 257 cor 29
e 16 173 cor 30
e 16 439 cor 32
e 16 205 cor 33
e 16 296 cor 34
e 16 312 cor 35
e 16 128 cor 36
e 16 344 cor 37
e 16 335 cor 38
e 16 351 cor 40
e 16 217 cor 39
e 16 208 cor 41
e 16 165 cor 42
e 16 281 cor 43
e 16 272 cor 44
e 16 238 cor 45
e 16 279 cor 46
e 16 70 cor 47
e 16 436 cor 48
e 16 277 cor 50
e 16 343 cor 51
e 16 59 cor 52
e 16 225 cor 53
e 16 332 cor 54
e 16 348 cor 55
e 16 214 cor 56
e 16 255 cor 57
e 16 446 cor 58
e 16 62 cor 59
e 16 303 cor 60
e 16 169 cor 61
e 16 210 cor 62
e 16 26 cor 63
e 16 167 cor 65
e 16 433 cor 66
e 16 199 cor 67
e 16 240 cor 68
e 16 31 cor 69
e 16 347 cor 70
e 17 426 cor 1
e 17 108 cor 2
e 17 233 cor 3
e 17 51 cor 4
e 17 76 cor 5
e 17 30 cor 6
e 17 71 cor 7
e 17 419 cor 8
e 17 133 cor 9
e 17 124 cor 10
e 17 90 cor 11
e 17 347 cor 12
e 17 363 cor 13
e 17 279 cor 14
e 17 70 cor 15
e 17 114 cor 16
e 17 230 cor 17
e 17 146 cor 18
e 17 437 cor 19
e 17 128 cor 20
e 17 344 cor 21
e 17 360 cor 22
e 17 190 cor 23
e 17 156 cor 24
e 17 272 cor 25
e 17 313 cor 26
e 17 79 cor 28
e 17 420 cor 29
e 17 411 cor 30
e 17 402 cor 31
e 17 293 cor 32
e 17 234 cor 33
e 17 425 cor 34
e 17 116 cor 35
e 17 432 cor 36
e 17 423 cor 37
e 17 389 cor 38
e 17 96 cor 39
e 17 112 cor 40
e 17 103 cor 41
e 17 69 cor 42
e 17 110 cor 44
e 17 301 cor 43
e 17 399 cor 45
e 17 365 cor 46
e 17 31 cor 48
e 17 372 cor 49
e 17 63 cor 50
e 17 104 cor 51
e 17 295 cor 52
e 17 436 cor 53
e 17 327 cor 55
e 17 209 cor 54
e 17 50 cor 57
e 17 266 cor 56
e 17 232 cor 58
e 17 348 cor 59
e 17 314 cor 60
e 17 380 cor 61
e 17 46 cor 62
e 17 362 cor 63
e 17 428 cor 64
e 17 94 cor 65
e 17 435 cor 66
e 17 401 cor 67
e 17 158 cor 68
e 17 265 cor 69
e 17 331 cor 70
e 17 47 cor 71
e 17 388 cor 73
e 17 179 cor 72
e 17 20 cor 74
e 17 161 cor 75
e 17 193 cor 76
e 17 309 cor 77
e 17 175 cor 78
e 17 166 cor 79
e 17 107 cor 80
e 17 273 cor 82
e 17 89 cor 83
e 17 305 cor 84
e 17 321 cor 85
e 17 187 cor 87
e 17 178 cor 88
e 17 144 cor 89
e 17 260 cor 90
e 17 176 cor 91
e 17 183 cor 92
e 17 424 cor 93
e 17 215 cor 94
e 17 131 cor 95
e 17 447 cor 96
e 18 252 cor 2
e 18 152 cor 3
e 18 409 cor 4
e 18 434 cor 5
e 18 27 cor 7
e 18 377 cor 6
e 18 34 cor 8
e 18 345 cor 9
e 18 211 cor 10
e 18 277 cor 11
e 18 59 cor 12
e 18 225 cor 13
e 18 41 cor 14
e 18 84 cor 16
e 18 150 cor 15
e 18 241 cor 17
e 18 257 cor 18
e 18 198 cor 19
e 18 414 cor 20
e 19 228 cor 1
e 19 360 cor 2
e 19 353 cor 3
e 19 223 cor 4
e 19 289 cor 5
e 19 380 cor 6
e 19 421 cor 7
e 19 212 cor 8
e 19 385 cor 9
e 19 433 cor 10
e 19 249 cor 11
e 19 65 cor 12
e 19 256 cor 13
e 19 397 cor 14
e 19 238 cor 15
e 19 20 cor 16
e 19 211 cor 17
e 19 302 cor 18
e 19 195 cor 19
e 19 352 cor 20
e 19 93 cor 21
e 19 184 cor 22
e 19 175 cor 23
e 19 141 cor 24
e 19 232 cor 25
e 19 323 cor 26
e 19 389 cor 27
e 19 30 cor 28
e 19 112 cor 29
e 19 103 cor 30
e 19 335 cor 31
e 19 138 cor 32
e 19 304 cor 33
e 19 420 cor 34
e 19 311 cor 35
e 19 327 cor 36
e 19 168 cor 37
e 19 259 cor 38
e 19 400 cor 39
e 19 266 cor 40
e 19 207 cor 41
e 19 398 cor 42
e 19 64 cor 43
e 19 405 cor 44
e 19 396 cor 45
e 19 387 cor 46
e 19 310 cor 47
e 19 317 cor 48
e 19 333 cor 49
e 19 224 cor 51
e 19 165 cor 52
e 19 306 cor 53
e 19 172 cor 54
e 19 63 cor 55
e 19 79 cor 56
e 19 395 cor 57
e 19 436 cor 58
e 19 277 cor 59
e 19 368 cor 60
e 19 409 cor 61
e 19 250 cor 62
e 19 316 cor 63
e 19 32 cor 64
e 19 273 cor 65
e 19 114 cor 66
e 19 280 cor 67
e 19 446 cor 68
e 19 162 cor 69
e 19 328 cor 70
e 19 260 cor 71
e 19 151 cor 72
e 19 192 cor 73
e 19 408 cor 74
e 19 374 cor 75
e 19 440 cor 76
e 19 156 cor 77
e 19 322 cor 78
e 20 186 cor 1
e 20 236 cor 2
e 20 49 cor 3
e 20 440 cor 4
e 20 81 cor 5
e 20 172 cor 6
e 20 188 cor 7
e 20 79 cor 8
e 20 151 cor 10
e 20 192 cor 9
e 20 249 cor 14
e 20 65 cor 11
e 20 256 cor 12
e 20 397 cor 13
e 20 238 cor 17
e 20 302 cor 15
e 20 368 cor 18
e 20 409 cor 19
e 20 399 cor 21
e 20 340 cor 22
e 20 22 cor 24
e 20 304 cor 23
e 20 261 cor 27
e 20 127 cor 28
e 20 118 cor 29
e 20 59 cor 30
e 20 300 cor 31
e 20 338 cor 32
e 20 111 cor 33
e 20 227 cor 34
e 20 143 cor 35
e 20 425 cor 20
e 20 257 cor 36
e 20 173 cor 37
e 20 439 cor 38
e 20 205 cor 39
e 20 296 cor 40
e 20 312 cor 41
e 20 128 cor 42
e 20 344 cor 43
e 20 335 cor 44
e 20 351 cor 45
e 20 217 cor 46
e 20 208 cor 47
e 20 199 cor 48
e 20 165 cor 49
e 20 281 cor 50
e 20 272 cor 51
e 20 204 cor 52
e 20 211 cor 53
e 20 327 cor 56
e 20 184 cor 54
e 20 200 cor 55
e 20 91 cor 57
e 20 82 cor 58
e 20 448 cor 60
e 20 314 cor 62
e 20 246 cor 61
e 20 62 cor 64
e 20 278 cor 66
e 20 244 cor 67
e 20 385 cor 68
e 20 126 cor 69
e 20 167 cor 70
