Arquivo: r250.5.col
Arestas: 14849
Cores usadas: 193
Tempo de execução: 1192 ms
e 35 16 cor 9
e 35 20 cor 13
e 35 21 cor 5
e 35 22 cor 32
e 35 25 cor 27
e 35 28 cor 8
e 35 30 cor 29
e 35 32 cor 2
e 35 33 cor 3
e 35 34 cor 1
e 36 2 cor 17
e 36 3 cor 15
e 36 6 cor 31
e 36 7 cor 14
e 36 17 cor 19
e 36 23 cor 18
e 36 28 cor 21
e 36 29 cor 10
e 36 30 cor 32
e 36 31 cor 1
e 36 33 cor 6
e 37 1 cor 24
e 37 3 cor 16
e 37 4 cor 11
e 37 6 cor 32
e 37 9 cor 25
e 37 10 cor 21
e 37 12 cor 22
e 37 13 cor 20
e 37 15 cor 12
e 37 19 cor 5
e 37 24 cor 18
e 37 26 cor 19
e 37 27 cor 8
e 37 28 cor 23
e 37 33 cor 10
e 38 8 cor 13
e 38 9 cor 26
e 38 10 cor 22
e 38 11 cor 12
e 38 12 cor 24
e 38 16 cor 14
e 38 20 cor 9
e 38 21 cor 7
e 38 25 cor 21
e 38 34 cor 2
e 38 35 cor 4
e 39 2 cor 18
e 39 5 cor 23
e 39 7 cor 16
e 39 11 cor 13
e 39 14 cor 21
e 39 18 cor 8
e 39 29 cor 15
e 39 32 cor 3
e 40 2 cor 19
e 40 5 cor 24
e 40 8 cor 14
e 40 11 cor 15
e 40 14 cor 27
e 40 18 cor 9
e 40 22 cor 33
e 40 29 cor 13
e 40 32 cor 7
e 40 34 cor 4
e 40 35 cor 6
e 40 39 cor 1
e 41 1 cor 25
e 41 2 cor 20
e 41 5 cor 26
e 41 6 cor 33
e 41 7 cor 17
e 41 9 cor 27
e 41 11 cor 14
e 41 14 cor 28
e 41 17 cor 21
e 41 18 cor 10
e 41 22 cor 34
e 41 25 cor 24
e 41 28 cor 29
e 41 29 cor 16
e 41 30 cor 31
e 41 32 cor 8
e 41 33 cor 19
e 41 39 cor 2
e 41 40 cor 3
e 42 1 cor 26
e 42 2 cor 21
e 42 3 cor 17
e 42 4 cor 12
e 42 5 cor 25
e 42 6 cor 35
e 42 9 cor 28
e 42 10 cor 23
e 42 12 cor 27
e 42 13 cor 29
e 42 14 cor 30
e 42 15 cor 13
e 42 17 cor 20
e 42 22 cor 36
e 42 23 cor 14
e 42 24 cor 19
e 42 25 cor 31
e 42 26 cor 11
e 42 27 cor 5
e 42 28 cor 24
e 42 29 cor 18
e 42 30 cor 33
e 42 32 cor 32
e 42 33 cor 34
e 42 35 cor 7
e 42 36 cor 2
e 42 37 cor 1
e 42 41 cor 4
e 43 1 cor 27
e 43 5 cor 28
e 43 6 cor 36
e 43 8 cor 15
e 43 9 cor 29
e 43 10 cor 24
e 43 11 cor 16
e 43 12 cor 26
e 43 13 cor 21
e 43 14 cor 31
e 43 16 cor 18
e 43 18 cor 11
e 43 20 cor 10
e 43 21 cor 12
e 43 22 cor 35
e 43 25 cor 25
e 43 28 cor 30
e 43 29 cor 22
e 43 30 cor 34
e 43 32 cor 14
e 43 33 cor 32
e 43 34 cor 7
e 43 35 cor 17
e 43 38 cor 1
e 43 40 cor 2
e 43 41 cor 5
e 43 42 cor 3
e 44 1 cor 28
e 44 2 cor 22
e 44 5 cor 27
e 44 6 cor 39
e 44 8 cor 16
e 44 9 cor 30
e 44 10 cor 25
e 44 11 cor 17
e 44 12 cor 29
e 44 13 cor 23
e 44 14 cor 32
e 44 16 cor 15
e 44 18 cor 14
e 44 20 cor 18
e 44 21 cor 10
e 44 22 cor 37
e 44 25 cor 33
e 44 28 cor 26
e 44 29 cor 21
e 44 30 cor 35
e 44 32 cor 11
e 44 33 cor 36
e 44 34 cor 9
e 44 35 cor 19
e 44 38 cor 3
e 44 39 cor 4
e 44 40 cor 5
e 44 41 cor 1
e 44 42 cor 6
e 44 43 cor 8
e 45 1 cor 29
e 45 2 cor 23
e 45 5 cor 30
e 45 6 cor 40
e 45 7 cor 18
e 45 8 cor 17
e 45 9 cor 31
e 45 10 cor 26
e 45 11 cor 19
e 45 12 cor 28
e 45 13 cor 27
e 45 14 cor 33
e 45 16 cor 16
e 45 17 cor 22
e 45 18 cor 15
e 45 20 cor 14
e 45 22 cor 38
e 45 24 cor 20
e 45 25 cor 32
e 45 26 cor 12
e 45 28 cor 34
e 45 29 cor 24
e 45 30 cor 36
e 45 32 cor 25
e 45 33 cor 35
e 45 34 cor 13
e 45 35 cor 11
e 45 39 cor 5
e 45 40 cor 8
e 45 41 cor 6
e 45 42 cor 9
e 45 43 cor 4
e 45 44 cor 2
e 46 1 cor 30
e 46 4 cor 14
e 46 6 cor 41
e 46 9 cor 32
e 46 10 cor 27
e 46 12 cor 31
e 46 13 cor 26
e 46 15 cor 15
e 46 19 cor 6
e 46 24 cor 23
e 46 26 cor 20
e 46 27 cor 9
e 46 28 cor 33
e 46 33 cor 29
e 46 37 cor 2
e 46 42 cor 8
e 47 2 cor 24
e 47 5 cor 29
e 47 6 cor 42
e 47 8 cor 18
e 47 9 cor 33
e 47 11 cor 20
e 47 12 cor 30
e 47 14 cor 34
e 47 16 cor 19
e 47 18 cor 16
e 47 22 cor 39
e 47 25 cor 28
e 47 29 cor 23
e 47 30 cor 37
e 47 32 cor 12
e 47 33 cor 38
e 47 34 cor 14
e 47 35 cor 15
e 47 39 cor 6
e 47 40 cor 10
e 47 41 cor 7
e 47 43 cor 9
e 47 44 cor 13
e 47 45 cor 1
e 48 2 cor 25
e 48 5 cor 31
e 48 7 cor 19
e 48 11 cor 21
e 48 14 cor 29
e 48 18 cor 17
e 48 29 cor 27
e 48 32 cor 18
e 48 39 cor 7
e 48 40 cor 11
e 48 41 cor 9
e 48 44 cor 12
e 48 45 cor 3
e 48 47 cor 2
e 49 1 cor 31
e 49 3 cor 18
e 49 4 cor 15
e 49 6 cor 43
e 49 9 cor 34
e 49 10 cor 28
e 49 12 cor 32
e 49 13 cor 30
e 49 15 cor 14
e 49 19 cor 8
e 49 22 cor 40
e 49 24 cor 24
e 49 25 cor 29
e 49 26 cor 21
e 49 27 cor 12
e 49 28 cor 35
e 49 30 cor 38
e 49 33 cor 33
e 49 37 cor 3
e 49 42 cor 10
e 49 46 cor 1
e 50 2 cor 26
e 50 5 cor 32
e 50 6 cor 44
e 50 7 cor 20
e 50 8 cor 19
e 50 11 cor 22
e 50 14 cor 35
e 50 18 cor 18
e 50 22 cor 41
e 50 25 cor 30
e 50 29 cor 28
e 50 30 cor 40
e 50 32 cor 17
e 50 39 cor 9
e 50 40 cor 12
e 50 41 cor 11
e 50 43 cor 6
e 50 44 cor 7
e 50 45 cor 10
e 50 47 cor 3
e 50 48 cor 1
e 51 1 cor 32
e 51 2 cor 27
e 51 3 cor 19
e 51 6 cor 45
e 51 7 cor 21
e 51 14 cor 36
e 51 17 cor 17
e 51 22 cor 42
e 51 23 cor 15
e 51 24 cor 25
e 51 28 cor 31
e 51 29 cor 29
e 51 30 cor 41
e 51 31 cor 2
e 51 32 cor 23
e 51 33 cor 37
e 51 36 cor 3
e 51 41 cor 12
e 51 42 cor 16
e 52 5 cor 33
e 52 8 cor 20
e 52 9 cor 35
e 52 10 cor 29
e 52 11 cor 23
e 52 12 cor 34
e 52 16 cor 21
e 52 20 cor 15
e 52 21 cor 11
e 52 25 cor 36
e 52 34 cor 12
e 52 35 cor 14
e 52 38 cor 5
e 52 43 cor 13
e 52 44 cor 24
e 52 45 cor 7
e 52 47 cor 4
e 53 1 cor 33
e 53 2 cor 28
e 53 3 cor 20
e 53 4 cor 16
e 53 5 cor 34
e 53 6 cor 46
e 53 7 cor 22
e 53 9 cor 36
e 53 10 cor 30
e 53 12 cor 35
e 53 13 cor 31
e 53 14 cor 37
e 53 15 cor 17
e 53 17 cor 23
e 53 22 cor 43
e 53 23 cor 19
e 53 24 cor 27
e 53 25 cor 38
e 53 26 cor 25
e 53 27 cor 13
e 53 28 cor 32
e 53 29 cor 39
e 53 30 cor 44
e 53 31 cor 3
e 53 32 cor 24
e 53 33 cor 40
e 53 36 cor 4
e 53 37 cor 6
e 53 41 cor 15
e 53 42 cor 41
e 53 44 cor 42
e 53 45 cor 21
e 53 46 cor 5
e 53 49 cor 2
e 53 51 cor 1
e 54 1 cor 34
e 54 2 cor 29
e 54 3 cor 21
e 54 5 cor 35
e 54 6 cor 47
e 54 7 cor 23
e 54 14 cor 38
e 54 17 cor 24
e 54 18 cor 19
e 54 22 cor 44
e 54 23 cor 22
e 54 28 cor 36
e 54 29 cor 30
e 54 30 cor 43
e 54 31 cor 5
e 54 32 cor 26
e 54 33 cor 39
e 54 36 cor 7
e 54 41 cor 13
e 54 42 cor 15
e 54 45 cor 37
e 54 50 cor 2
e 54 51 cor 4
e 54 53 cor 8
e 55 1 cor 35
e 55 4 cor 17
e 55 6 cor 48
e 55 9 cor 37
e 55 10 cor 31
e 55 12 cor 33
e 55 13 cor 28
e 55 14 cor 39
e 55 15 cor 16
e 55 19 cor 9
e 55 20 cor 19
e 55 21 cor 15
e 55 22 cor 45
e 55 24 cor 29
e 55 25 cor 34
e 55 26 cor 22
e 55 27 cor 21
e 55 28 cor 38
e 55 30 cor 47
e 55 33 cor 41
e 55 35 cor 18
e 55 37 cor 4
e 55 42 cor 40
e 55 43 cor 20
e 55 45 cor 42
e 55 46 cor 3
e 55 49 cor 5
e 55 53 cor 7
e 56 1 cor 36
e 56 5 cor 37
e 56 6 cor 50
e 56 8 cor 21
e 56 9 cor 38
e 56 10 cor 32
e 56 11 cor 24
e 56 12 cor 39
e 56 13 cor 33
e 56 14 cor 40
e 56 16 cor 20
e 56 20 cor 16
e 56 21 cor 17
e 56 22 cor 46
e 56 25 cor 35
e 56 28 cor 41
e 56 29 cor 31
e 56 30 cor 45
e 56 32 cor 28
e 56 33 cor 42
e 56 34 cor 15
e 56 35 cor 34
e 56 38 cor 6
e 56 40 cor 18
e 56 41 cor 22
e 56 42 cor 43
e 56 43 cor 19
e 56 44 cor 44
e 56 45 cor 47
e 56 47 cor 5
e 56 50 cor 4
e 56 52 cor 1
e 56 55 cor 2
e 57 1 cor 37
e 57 2 cor 31
e 57 3 cor 22
e 57 5 cor 36
e 57 6 cor 19
e 57 7 cor 26
e 57 9 cor 39
e 57 10 cor 33
e 57 12 cor 38
e 57 13 cor 32
e 57 14 cor 41
e 57 16 cor 23
e 57 17 cor 27
e 57 22 cor 28
e 57 23 cor 21
e 57 24 cor 34
e 57 25 cor 40
e 57 26 cor 29
e 57 27 cor 35
e 57 28 cor 42
e 57 29 cor 43
e 57 30 cor 24
e 57 32 cor 44
e 57 33 cor 46
e 57 34 cor 17
e 57 35 cor 45
e 57 36 cor 5
e 57 37 cor 7
e 57 41 cor 47
e 57 42 cor 48
e 57 43 cor 49
e 57 44 cor 20
e 57 45 cor 50
e 57 46 cor 4
e 57 47 cor 8
e 57 49 cor 6
e 57 50 cor 13
e 57 51 cor 9
e 57 53 cor 10
e 57 54 cor 1
e 57 55 cor 11
e 57 56 cor 3
e 58 1 cor 38
e 58 4 cor 18
e 58 6 cor 51
e 58 9 cor 40
e 58 10 cor 34
e 58 12 cor 36
e 58 13 cor 35
e 58 15 cor 19
e 58 16 cor 22
e 58 19 cor 11
e 58 20 cor 17
e 58 21 cor 16
e 58 22 cor 47
e 58 24 cor 28
e 58 25 cor 37
e 58 26 cor 26
e 58 27 cor 23
e 58 28 cor 39
e 58 30 cor 48
e 58 33 cor 43
e 58 35 cor 31
e 58 37 cor 9
e 58 38 cor 8
e 58 42 cor 42
e 58 46 cor 7
e 58 49 cor 4
e 58 53 cor 12
e 58 55 cor 1
e 58 56 cor 10
e 58 57 cor 2
e 59 8 cor 22
e 59 9 cor 41
e 59 10 cor 35
e 59 11 cor 25
e 59 12 cor 37
e 59 16 cor 24
e 59 20 cor 20
e 59 21 cor 18
e 59 25 cor 39
e 59 34 cor 16
e 59 35 cor 28
e 59 38 cor 10
e 59 43 cor 23
e 59 44 cor 31
e 59 47 cor 11
e 59 52 cor 2
e 59 56 cor 7
e 60 1 cor 39
e 60 2 cor 30
e 60 3 cor 23
e 60 5 cor 38
e 60 6 cor 52
e 60 7 cor 24
e 60 9 cor 42
e 60 12 cor 40
e 60 13 cor 34
e 60 14 cor 43
e 60 17 cor 25
e 60 18 cor 20
e 60 22 cor 48
e 60 23 cor 26
e 60 24 cor 31
e 60 25 cor 41
e 60 26 cor 28
e 60 28 cor 37
e 60 29 cor 32
e 60 30 cor 49
e 60 31 cor 6
e 60 32 cor 33
e 60 33 cor 44
e 60 36 cor 8
e 60 41 cor 18
e 60 42 cor 22
e 60 44 cor 45
e 60 45 cor 46
e 60 50 cor 5
e 60 51 cor 7
e 60 53 cor 9
e 60 54 cor 3
e 60 57 cor 12
e 61 1 cor 40
e 61 2 cor 32
e 61 3 cor 24
e 61 5 cor 39
e 61 6 cor 53
e 61 7 cor 25
e 61 9 cor 43
e 61 13 cor 36
e 61 14 cor 42
e 61 17 cor 26
e 61 18 cor 21
e 61 22 cor 49
e 61 23 cor 23
e 61 24 cor 30
e 61 25 cor 44
e 61 26 cor 31
e 61 28 cor 45
e 61 29 cor 33
e 61 30 cor 50
e 61 31 cor 7
e 61 32 cor 34
e 61 33 cor 47
e 61 36 cor 9
e 61 41 cor 35
e 61 42 cor 37
e 61 45 cor 41
e 61 51 cor 5
e 61 53 cor 11
e 61 54 cor 6
e 61 57 cor 14
e 61 60 cor 1
e 62 1 cor 41
e 62 2 cor 33
e 62 3 cor 25
e 62 6 cor 54
e 62 7 cor 27
e 62 13 cor 37
e 62 17 cor 28
e 62 22 cor 51
e 62 23 cor 24
e 62 24 cor 32
e 62 26 cor 30
e 62 28 cor 40
e 62 29 cor 34
e 62 30 cor 52
e 62 31 cor 8
e 62 33 cor 48
e 62 36 cor 11
e 62 42 cor 38
e 62 51 cor 6
e 62 53 cor 14
e 62 54 cor 9
e 62 57 cor 15
e 62 60 cor 2
e 62 61 cor 3
e 63 1 cor 42
e 63 3 cor 26
e 63 4 cor 19
e 63 6 cor 55
e 63 9 cor 44
e 63 13 cor 38
e 63 15 cor 18
e 63 19 cor 12
e 63 23 cor 25
e 63 24 cor 33
e 63 26 cor 32
e 63 27 cor 16
e 63 28 cor 43
e 63 30 cor 51
e 63 33 cor 49
e 63 37 cor 13
e 63 42 cor 39
e 63 46 cor 10
e 63 49 cor 7
e 63 51 cor 8
e 63 53 cor 29
e 63 55 cor 6
e 63 57 cor 52
e 63 58 cor 3
e 63 61 cor 2
e 63 62 cor 1
e 64 5 cor 40
e 64 6 cor 56
e 64 8 cor 23
e 64 9 cor 45
e 64 10 cor 36
e 64 11 cor 26
e 64 12 cor 41
e 64 13 cor 39
e 64 14 cor 44
e 64 16 cor 25
e 64 20 cor 21
e 64 21 cor 19
e 64 22 cor 53
e 64 25 cor 42
e 64 30 cor 54
e 64 33 cor 50
e 64 34 cor 20
e 64 35 cor 16
e 64 38 cor 11
e 64 43 cor 33
e 64 44 cor 34
e 64 45 cor 43
e 64 47 cor 17
e 64 52 cor 3
e 64 55 cor 8
e 64 56 cor 9
e 64 57 cor 51
e 64 58 cor 5
e 64 59 cor 1
e 65 2 cor 34
e 65 3 cor 27
e 65 5 cor 41
e 65 6 cor 57
e 65 7 cor 28
e 65 14 cor 45
e 65 17 cor 29
e 65 18 cor 22
e 65 22 cor 54
e 65 23 cor 30
e 65 29 cor 35
e 65 30 cor 53
e 65 31 cor 9
e 65 32 cor 31
e 65 33 cor 51
e 65 36 cor 12
e 65 39 cor 10
e 65 41 cor 23
e 65 42 cor 44
e 65 45 cor 39
e 65 48 cor 4
e 65 50 cor 8
e 65 51 cor 11
e 65 53 cor 18
e 65 54 cor 14
e 65 57 cor 55
e 65 60 cor 13
e 65 61 cor 15
e 65 62 cor 5
e 66 1 cor 43
e 66 2 cor 35
e 66 3 cor 28
e 66 6 cor 58
e 66 7 cor 29
e 66 9 cor 46
e 66 13 cor 40
e 66 14 cor 47
e 66 17 cor 30
e 66 22 cor 55
e 66 23 cor 27
e 66 24 cor 36
e 66 25 cor 45
e 66 26 cor 33
e 66 28 cor 44
e 66 29 cor 37
e 66 30 cor 56
e 66 31 cor 10
e 66 33 cor 52
e 66 36 cor 13
e 66 41 cor 32
e 66 42 cor 49
e 66 45 cor 48
e 66 49 cor 9
e 66 51 cor 14
e 66 53 cor 26
e 66 54 cor 11
e 66 57 cor 53
e 66 60 cor 4
e 66 61 cor 8
e 66 62 cor 7
e 66 63 cor 5
e 66 65 cor 1
e 67 2 cor 36
e 67 3 cor 29
e 67 7 cor 30
e 67 17 cor 31
e 67 23 cor 28
e 67 31 cor 12
e 67 36 cor 16
e 67 51 cor 10
e 67 53 cor 45
e 67 54 cor 17
e 67 60 cor 11
e 67 61 cor 4
e 67 62 cor 13
e 67 65 cor 2
e 67 66 cor 3
e 68 2 cor 37
e 68 5 cor 42
e 68 8 cor 24
e 68 11 cor 27
e 68 14 cor 46
e 68 16 cor 26
e 68 18 cor 23
e 68 22 cor 56
e 68 25 cor 43
e 68 29 cor 36
e 68 30 cor 55
e 68 32 cor 30
e 68 34 cor 25
e 68 35 cor 33
e 68 39 cor 11
e 68 40 cor 16
e 68 41 cor 38
e 68 43 cor 39
e 68 44 cor 40
e 68 45 cor 44
e 68 47 cor 21
e 68 48 cor 5
e 68 50 cor 14
e 68 52 cor 6
e 68 56 cor 8
e 68 64 cor 2
e 69 5 cor 43
e 69 8 cor 25
e 69 11 cor 28
e 69 14 cor 48
e 69 16 cor 27
e 69 18 cor 24
e 69 22 cor 58
e 69 25 cor 46
e 69 32 cor 35
e 69 34 cor 26
e 69 35 cor 36
e 69 39 cor 12
e 69 40 cor 17
e 69 41 cor 30
e 69 43 cor 37
e 69 44 cor 38
e 69 45 cor 45
e 69 47 cor 22
e 69 48 cor 6
e 69 50 cor 15
e 69 52 cor 8
e 69 56 cor 11
e 69 59 cor 3
e 69 64 cor 4
e 69 68 cor 1
e 70 1 cor 44
e 70 4 cor 20
e 70 5 cor 45
e 70 6 cor 59
e 70 9 cor 47
e 70 10 cor 37
e 70 12 cor 42
e 70 13 cor 41
e 70 14 cor 49
e 70 15 cor 21
e 70 16 cor 28
e 70 20 cor 22
e 70 21 cor 23
e 70 22 cor 60
e 70 24 cor 35
e 70 25 cor 48
e 70 26 cor 34
e 70 27 cor 19
e 70 28 cor 46
e 70 30 cor 57
e 70 33 cor 53
e 70 34 cor 27
e 70 35 cor 38
e 70 37 cor 14
e 70 38 cor 15
e 70 42 cor 50
e 70 43 cor 40
e 70 44 cor 43
e 70 45 cor 51
e 70 46 cor 11
e 70 49 cor 13
e 70 53 cor 52
e 70 55 cor 10
e 70 56 cor 12
e 70 57 cor 54
e 70 58 cor 6
e 70 59 cor 4
e 70 60 cor 16
e 70 63 cor 9
e 70 64 cor 7
e 71 2 cor 38
e 71 5 cor 44
e 71 8 cor 26
e 71 11 cor 29
e 71 14 cor 50
e 71 16 cor 30
e 71 18 cor 25
e 71 22 cor 59
e 71 25 cor 47
e 71 29 cor 40
e 71 32 cor 36
e 71 34 cor 28
e 71 35 cor 35
e 71 39 cor 14
e 71 40 cor 20
e 71 41 cor 37
e 71 43 cor 41
e 71 44 cor 46
e 71 45 cor 49
e 71 47 cor 27
e 71 48 cor 8
e 71 50 cor 16
e 71 56 cor 13
e 71 68 cor 3
e 71 69 cor 2
e 72 8 cor 27
e 72 9 cor 48
e 72 10 cor 38
e 72 11 cor 30
e 72 12 cor 43
e 72 16 cor 29
e 72 20 cor 23
e 72 21 cor 20
e 72 25 cor 49
e 72 34 cor 32
e 72 35 cor 37
e 72 38 cor 16
e 72 43 cor 42
e 72 44 cor 41
e 72 52 cor 9
e 72 55 cor 12
e 72 56 cor 14
e 72 58 cor 13
e 72 59 cor 5
e 72 64 cor 6
e 72 70 cor 1
e 73 1 cor 45
e 73 4 cor 21
e 73 5 cor 46
e 73 6 cor 61
e 73 8 cor 28
e 73 9 cor 49
e 73 10 cor 39
e 73 12 cor 44
e 73 13 cor 42
e 73 14 cor 51
e 73 15 cor 20
e 73 16 cor 31
e 73 20 cor 24
e 73 21 cor 22
e 73 22 cor 62
e 73 24 cor 37
e 73 25 cor 50
e 73 26 cor 35
e 73 27 cor 25
e 73 28 cor 47
e 73 30 cor 58
e 73 33 cor 54
e 73 34 cor 33
e 73 35 cor 40
e 73 37 cor 15
e 73 38 cor 17
e 73 42 cor 52
e 73 43 cor 38
e 73 44 cor 48
e 73 45 cor 53
e 73 46 cor 12
e 73 47 cor 26
e 73 49 cor 11
e 73 52 cor 10
e 73 53 cor 55
e 73 55 cor 13
e 73 56 cor 23
e 73 57 cor 56
e 73 58 cor 14
e 73 59 cor 6
e 73 60 cor 19
e 73 63 cor 4
e 73 64 cor 18
e 73 70 cor 2
e 73 72 cor 3
e 74 1 cor 46
e 74 2 cor 39
e 74 3 cor 30
e 74 5 cor 47
e 74 6 cor 62
e 74 7 cor 31
e 74 13 cor 43
e 74 14 cor 52
e 74 17 cor 32
e 74 22 cor 61
e 74 23 cor 29
e 74 24 cor 38
e 74 25 cor 51
e 74 26 cor 36
e 74 28 cor 48
e 74 29 cor 41
e 74 30 cor 59
e 74 31 cor 17
e 74 32 cor 37
e 74 33 cor 56
e 74 36 cor 20
e 74 41 cor 40
