# instancia: flat300_28_0
# arestas: 21695
# cores usadas: 205
# tempo total: 1s (1944ms)
# formato: id_aresta  vertice_u  vertice_v  cor
261 33 23 16
262 33 24 19
263 33 26 20
264 33 28 8
265 33 29 0
266 33 32 2
267 34 2 14
268 34 4 13
269 34 5 20
270 34 6 16
271 34 7 15
272 34 9 18
273 34 11 11
274 34 12 19
275 34 13 17
276 34 14 21
277 34 19 12
278 34 21 22
279 34 23 23
280 34 32 3
281 34 33 1
282 35 1 14
283 35 2 15
284 35 3 12
285 35 6 13
286 35 8 16
287 35 12 18
288 35 14 17
289 35 15 19
290 35 16 10
291 35 17 20
292 35 21 21
293 35 22 22
294 35 23 24
295 35 26 23
296 35 29 5
297 35 30 1
298 35 33 3
299 36 5 21
300 36 9 19
301 36 12 20
302 36 13 13
303 36 14 14
304 36 16 24
305 36 17 16
306 36 19 11
307 36 20 15
308 36 21 12
309 36 23 17
310 36 24 23
311 36 26 18
312 36 27 22
313 36 28 25
314 36 29 7
315 36 32 4
316 36 35 0
317 37 3 13
318 37 5 22
319 37 7 14
320 37 9 20
321 37 10 15
322 37 15 21
323 37 17 17
324 37 20 18
325 37 22 16
326 37 24 24
327 37 25 19
328 37 29 8
329 37 31 0
330 37 34 2
331 37 36 1
332 38 1 15
333 38 2 16
334 38 6 17
335 38 10 18
336 38 11 13
337 38 14 19
338 38 16 25
339 38 17 14
340 38 19 20
341 38 21 23
342 38 22 21
343 38 23 22
344 38 27 24
345 38 29 26
346 39 1 16
347 39 2 17
348 39 3 14
349 39 6 18
350 39 7 19
351 39 9 21
352 39 12 22
353 39 14 20
354 39 18 23
355 39 20 24
356 39 23 15
357 39 24 25
358 39 25 26
359 39 30 2
360 39 32 5
361 39 33 4
362 39 35 6
363 39 37 3
364 39 38 0
365 40 2 18
366 40 3 15
367 40 4 14
368 40 8 17
369 40 9 22
370 40 13 16
371 40 14 23
372 40 15 24
373 40 17 13
374 40 18 20
375 40 19 21
376 40 23 19
377 40 24 26
378 40 28 27
379 40 30 7
380 40 31 2
381 40 32 8
382 40 33 5
383 40 35 4
384 40 36 3
385 40 38 1
386 41 1 17
387 41 3 16
388 41 8 14
389 41 9 23
390 41 12 21
391 41 18 22
392 41 26 19
393 41 29 18
394 41 30 9
395 41 34 0
396 41 36 2
397 42 3 17
398 42 4 15
399 42 5 23
400 42 6 19
401 42 7 16
402 42 10 20
403 42 11 18
404 42 13 21
405 42 14 22
406 42 15 14
407 42 16 26
408 42 17 24
409 42 18 25
410 42 19 27
411 42 20 28
412 42 21 29
413 42 24 30
414 42 26 31
415 42 29 32
416 42 32 9
417 42 34 4
418 42 37 5
419 42 39 1
420 43 2 19
421 43 4 16
422 43 5 24
423 43 6 20
424 43 8 15
425 43 9 25
426 43 11 17
427 43 13 18
428 43 20 14
429 43 23 21
430 43 25 22
431 43 26 26
432 43 28 23
433 43 33 6
434 43 40 0
435 43 41 1
436 44 1 18
437 44 3 19
438 44 9 24
439 44 10 16
440 44 11 20
441 44 13 15
442 44 14 25
443 44 15 22
444 44 16 27
445 44 20 21
446 44 23 26
447 44 24 14
448 44 25 17
449 44 29 23
450 44 30 28
451 44 32 29
452 44 33 7
453 44 34 5
454 44 35 2
455 44 36 6
456 44 38 3
457 44 43 4
458 45 6 21
459 45 7 17
460 45 10 19
461 45 15 23
462 45 19 14
463 45 20 22
464 45 21 15
465 45 22 18
466 45 23 20
467 45 24 16
468 45 25 24
469 45 26 25
470 45 28 26
471 45 30 27
472 45 37 4
473 45 38 2
474 45 40 6
475 45 41 3
476 45 44 0
477 46 1 19
478 46 3 18
479 46 4 17
480 46 6 22
481 46 7 20
482 46 8 21
483 46 10 23
484 46 14 16
485 46 19 15
486 46 21 24
487 46 22 25
488 46 23 27
489 46 24 28
490 46 29 29
491 46 30 26
492 46 31 3
493 46 34 6
494 46 35 7
495 46 36 5
496 46 37 9
497 46 38 4
498 46 40 10
499 46 43 2
500 46 44 1
501 46 45 8
502 47 1 20
503 47 2 21
504 47 3 22
505 47 10 17
506 47 15 25
507 47 19 16
508 47 20 19
509 47 21 26
510 47 23 18
511 47 25 23
512 47 26 14
513 47 29 24
514 47 31 4
515 47 32 27
516 47 33 9
517 47 35 8
518 47 38 5
519 47 39 7
520 47 40 11
521 47 41 6
522 47 42 0
523 47 44 10
524 47 45 1
525 48 1 21
526 48 2 20
527 48 4 18
528 48 5 25
529 48 14 24
530 48 16 28
531 48 18 26
532 48 22 15
533 48 23 29
534 48 24 17
535 48 26 22
536 48 27 13
537 48 28 30
538 48 30 23
539 48 32 31
540 48 38 6
541 48 41 4
542 48 42 2
543 49 2 22
544 49 5 26
545 49 9 27
546 49 11 16
547 49 12 23
548 49 14 18
549 49 15 28
550 49 17 19
551 49 19 17
552 49 21 25
553 49 24 20
554 49 25 29
555 49 26 21
556 49 28 24
557 49 29 30
558 49 31 8
559 49 32 32
560 49 36 9
561 49 38 7
562 49 39 10
563 49 40 12
564 49 42 3
565 49 44 11
566 49 46 0
567 50 1 22
568 50 4 19
569 50 5 27
570 50 6 23
571 50 7 18
572 50 8 20
573 50 9 26
574 50 10 21
575 50 13 24
576 50 14 28
577 50 20 25
578 50 21 16
579 50 22 29
580 50 23 30
581 50 27 14
582 50 30 31
583 50 31 32
584 50 33 33
585 50 37 6
586 50 38 8
587 50 42 7
588 50 47 2
589 51 4 20
590 51 5 28
591 51 6 24
592 51 10 22
593 51 12 25
594 51 13 19
595 51 14 26
596 51 15 27
597 51 16 29
598 51 17 18
599 51 18 21
600 51 20 23
601 51 21 17
602 51 22 30
603 51 23 31
604 51 25 32
605 51 28 33
606 51 29 34
607 51 37 7
608 51 38 9
609 51 39 8
610 51 41 5
611 51 45 10
612 51 48 0
613 52 3 20
614 52 4 21
615 52 5 29
616 52 6 25
617 52 10 24
618 52 11 19
619 52 12 26
620 52 14 27
621 52 16 30
622 52 17 22
623 52 19 23
624 52 22 28
625 52 28 31
626 52 31 33
627 52 37 10
628 52 42 6
629 52 44 8
630 52 48 1
631 52 49 2
632 52 50 0
633 52 51 3
634 53 3 21
635 53 4 22
636 53 8 18
637 53 9 28
638 53 10 25
639 53 11 23
640 53 12 24
641 53 14 29
642 53 15 26
643 53 16 31
644 53 19 30
645 53 21 19
646 53 22 20
647 53 23 32
648 53 25 27
649 53 28 34
650 53 31 35
651 53 32 33
652 53 37 11
653 53 40 9
654 53 49 1
655 53 51 2
656 53 52 4
657 54 3 23
658 54 6 26
659 54 9 29
660 54 10 27
661 54 12 28
662 54 15 30
663 54 16 32
664 54 21 31
665 54 23 25
666 54 25 18
667 54 33 21
668 54 38 10
669 54 39 9
670 54 41 7
671 54 43 3
672 54 46 11
673 54 48 5
674 54 50 1
675 54 51 4
676 54 52 12
677 54 53 0
678 55 1 23
679 55 3 24
680 55 4 25
681 55 7 21
682 55 16 33
683 55 17 26
684 55 22 27
685 55 24 29
686 55 26 17
687 55 35 9
688 55 36 8
689 55 37 12
690 55 39 11
691 55 41 10
692 55 42 13
693 55 43 5
694 55 45 7
695 55 46 14
696 55 48 3
697 55 49 4
698 55 50 15
699 55 53 6
700 56 1 24
701 56 2 23
702 56 5 30
703 56 6 27
704 56 7 22
705 56 9 31
706 56 12 29
707 56 15 32
708 56 16 35
709 56 18 28
710 56 19 25
711 56 22 26
712 56 24 33
713 56 25 20
714 56 26 34
715 56 28 21
716 56 31 36
717 56 32 37
718 56 33 38
719 56 36 10
720 56 37 39
721 56 38 11
722 56 41 8
723 56 42 12
724 56 43 7
725 56 45 5
726 56 46 13
727 56 48 9
728 56 49 6
729 56 51 1
730 56 53 3
731 56 55 0
732 57 3 25
733 57 4 23
734 57 7 24
735 57 11 21
736 57 16 36
737 57 19 22
738 57 21 27
739 57 22 31
740 57 25 28
741 57 29 19
742 57 30 29
743 57 33 26
744 57 37 30
745 57 39 12
746 57 40 32
747 57 42 8
748 57 45 9
749 57 47 3
750 57 48 7
751 57 49 5
752 57 50 4
753 57 52 11
754 57 53 10
755 57 56 2
756 58 1 25
757 58 2 24
758 58 3 26
759 58 4 27
760 58 6 28
761 58 8 19
762 58 9 30
763 58 11 22
764 58 12 31
765 58 14 32
766 58 16 37
767 58 17 21
768 58 18 29
769 58 24 34
770 58 28 20
771 58 29 33
772 58 30 35
773 58 35 11
774 58 37 23
775 58 38 12
776 58 40 36
777 58 43 8
778 58 47 13
779 58 48 10
780 58 55 1
781 58 56 4
782 58 57 0
783 59 2 25
784 59 7 23
785 59 8 22
786 59 10 26
787 59 14 30
788 59 15 29
789 59 17 27
790 59 21 28
791 59 23 33
792 59 25 31
793 59 29 20
794 59 30 24
795 59 32 21
796 59 35 32
797 59 37 34
798 59 43 9
799 59 44 12
800 59 46 35
801 59 50 3
802 59 53 5
803 59 56 14
804 59 57 1
805 59 58 2
806 60 1 26
807 60 2 27
808 60 4 24
809 60 6 29
810 60 7 25
811 60 8 23
812 60 10 28
813 60 11 30
814 60 12 32
815 60 14 31
816 60 16 38
817 60 18 33
818 60 19 34
819 60 20 35
820 60 21 36
821 60 22 37
822 60 23 39
823 60 24 40
824 60 25 41
825 60 28 22
826 60 29 42
827 60 31 43
828 60 32 44
829 60 34 7
830 60 36 45
831 60 37 46
832 60 39 13
833 60 44 9
834 60 50 5
835 60 51 6
836 60 52 14
837 60 57 15
838 60 58 3
839 60 59 0
840 61 2 26
841 61 4 28
842 61 5 31
843 61 6 30
844 61 9 32
845 61 12 27
846 61 14 33
847 61 15 34
848 61 16 39
849 61 17 23
850 61 19 24
851 61 22 35
852 61 23 36
853 61 25 25
854 61 26 29
855 61 30 37
856 61 34 8
857 61 35 38
858 61 39 40
859 61 40 41
860 61 44 13
861 61 45 11
862 61 49 14
863 61 51 12
864 61 52 5
865 61 57 6
866 61 60 1
867 62 1 27
868 62 6 31
869 62 7 26
870 62 9 33
871 62 10 29
872 62 12 30
873 62 14 34
874 62 16 2
875 62 17 25
876 62 18 24
877 62 26 32
878 62 29 35
879 62 30 36
880 62 31 23
881 62 32 38
882 62 33 37
883 62 34 10
884 62 36 39
885 62 37 40
886 62 38 41
887 62 39 42
888 62 44 43
889 62 45 12
890 62 46 44
891 62 47 15
892 62 48 11
893 62 50 13
894 62 51 14
895 62 52 7
896 62 53 16
897 62 56 17
898 62 58 5
899 62 61 3
900 63 2 28
901 63 3 27
902 63 4 26
903 63 8 24
904 63 9 34
905 63 12 33
906 63 13 20
907 63 14 35
908 63 15 31
909 63 16 40
910 63 17 29
911 63 18 30
912 63 20 32
913 63 21 37
914 63 25 36
915 63 28 38
916 63 29 22
917 63 30 25
918 63 31 39
919 63 32 41
920 63 36 42
921 63 37 43
922 63 39 44
923 63 42 10
924 63 44 45
925 63 46 12
926 63 49 13
927 63 52 9
928 63 57 14
929 63 58 6
930 63 60 2
931 63 61 0
932 63 62 1
933 64 1 28
934 64 2 29
935 64 3 30
936 64 6 32
937 64 7 27
938 64 9 35
939 64 10 31
940 64 11 24
941 64 13 22
942 64 15 33
943 64 16 41
944 64 22 23
945 64 25 34
946 64 28 36
947 64 30 38
948 64 31 25
949 64 32 26
950 64 34 9
951 64 36 37
952 64 38 39
953 64 39 43
954 64 41 11
955 64 43 10
956 64 44 40
957 64 47 12
958 64 48 8
959 64 49 15
960 64 50 17
961 64 54 2
962 64 55 16
963 64 57 13
964 64 58 7
965 64 59 4
966 64 60 18
967 64 61 19
968 65 1 29
969 65 2 30
970 65 3 28
971 65 7 31
972 65 9 36
973 65 10 32
974 65 12 34
975 65 13 23
976 65 17 33
977 65 18 27
978 65 19 26
979 65 23 35
980 65 25 37
981 65 26 24
982 65 30 39
983 65 33 22
984 65 34 25
985 65 35 40
986 65 36 38
987 65 38 42
988 65 46 41
989 65 47 43
990 65 49 44
991 65 50 9
992 65 51 11
993 65 52 13
994 65 54 6
995 65 55 2
996 65 60 4
997 65 61 7
998 65 64 0
999 66 2 31
1000 66 3 29
1001 66 6 33
1002 66 7 28
1003 66 11 25
1004 66 15 35
1005 66 17 30
1006 66 21 32
1007 66 25 38
1008 66 27 15
1009 66 31 22
1010 66 34 24
1011 66 36 26
1012 66 37 27
1013 66 39 34
1014 66 44 36
1015 66 45 13
1016 66 46 37
1017 66 50 10
1018 66 51 16
1019 66 53 7
1020 66 54 8
1021 66 55 18
1022 66 57 17
1023 66 58 9
1024 66 62 6
1025 66 63 3
1026 66 64 1
1027 67 1 30
1028 67 2 32
1029 67 8 25
1030 67 11 26
1031 67 12 35
1032 67 15 36
1033 67 16 42
1034 67 20 27
1035 67 24 31
1036 67 25 33
1037 67 27 16
1038 67 30 34
1039 67 31 24
1040 67 32 28
1041 67 39 29
1042 67 40 37
1043 67 42 11
1044 67 44 38
1045 67 45 39
1046 67 47 40
1047 67 48 12
1048 67 49 41
1049 67 51 13
1050 67 52 15
1051 67 53 8
1052 67 58 14
1053 67 61 2
1054 67 62 18
1055 67 66 0
1056 68 1 31
1057 68 6 34
1058 68 7 29
1059 68 8 26
1060 68 11 27
1061 68 15 37
1062 68 16 43
1063 68 18 32
1064 68 19 28
1065 68 21 30
1066 68 22 24
1067 68 23 38
1068 68 24 35
1069 68 25 39
1070 68 26 33
1071 68 28 40
1072 68 36 36
1073 68 38 44
1074 68 39 41
1075 68 40 25
1076 68 45 42
1077 68 50 11
1078 68 52 16
1079 68 53 12
1080 68 54 13
1081 68 55 19
1082 68 56 15
1083 68 57 18
1084 68 62 20
1085 68 64 3
1086 68 66 2
1087 68 67 1
1088 69 2 33
1089 69 3 31
1090 69 4 29
1091 69 7 30
1092 69 8 27
1093 69 9 37
1094 69 10 34
1095 69 11 28
1096 69 12 36
1097 69 13 25
1098 69 16 44
1099 69 18 35
1100 69 20 26
1101 69 21 38
1102 69 22 32
1103 69 27 17
1104 69 29 39
1105 69 30 40
1106 69 33 23
1107 69 34 41
1108 69 35 42
1109 69 36 43
1110 69 41 12
1111 69 42 45
1112 69 43 11
1113 69 44 46
1114 69 46 47
1115 69 47 48
1116 69 48 14
1117 69 49 49
1118 69 51 15
1119 69 52 18
1120 69 53 13
1121 69 54 16
1122 69 55 20
1123 69 56 19
1124 69 60 8
1125 69 63 4
1126 69 64 5
1127 69 65 1
1128 69 67 3
1129 69 68 0
1130 70 1 32
1131 70 3 33
1132 70 4 30
1133 70 6 35
1134 70 8 28
1135 70 10 36
1136 70 12 37
1137 70 13 26
1138 70 14 38
1139 70 18 31
1140 70 19 29
1141 70 20 34
1142 70 22 39
1143 70 25 40
1144 70 26 27
1145 70 28 41
1146 70 29 25
1147 70 31 42
1148 70 33 24
1149 70 34 43
1150 70 37 44
1151 70 38 45
1152 70 44 47
1153 70 47 46
1154 70 48 16
1155 70 49 48
1156 70 51 49
1157 70 56 18
1158 70 57 20
1159 70 59 6
1160 70 61 4
1161 70 62 21
1162 70 63 5
1163 70 64 14
1164 70 65 3
1165 70 66 11
1166 70 68 7
1167 71 3 32
1168 71 11 29
1169 71 14 36
1170 71 23 28
1171 71 24 27
1172 71 28 35
1173 71 29 31
1174 71 32 24
1175 71 35 25
1176 71 39 30
1177 71 41 13
1178 71 42 33
1179 71 46 34
1180 71 47 37
1181 71 52 17
1182 71 54 14
1183 71 56 16
1184 71 59 7
1185 71 60 10
1186 71 64 6
1187 71 66 4
1188 71 68 5
1189 71 69 2
1190 71 70 0
1191 72 1 33
1192 72 3 34
1193 72 4 31
1194 72 6 36
1195 72 7 32
1196 72 12 38
1197 72 18 37
1198 72 22 40
1199 72 23 41
1200 72 25 30
1201 72 26 28
1202 72 27 18
1203 72 28 29
1204 72 29 27
1205 72 30 42
1206 72 34 26
1207 72 39 35
1208 72 41 15
1209 72 42 39
1210 72 45 43
1211 72 46 45
1212 72 47 44
1213 72 48 19
1214 72 49 46
1215 72 50 12
1216 72 51 47
1217 72 60 11
1218 72 61 9
1219 72 62 48
1220 72 63 7
1221 72 64 20
1222 72 67 4
1223 72 70 1
1224 72 71 3
1225 73 1 34
1226 73 2 35
1227 73 3 36
1228 73 4 33
1229 73 5 32
1230 73 6 37
1231 73 8 29
1232 73 12 39
1233 73 15 38
1234 73 17 28
1235 73 18 40
1236 73 20 30
1237 73 22 41
1238 73 24 42
1239 73 27 20
1240 73 28 43
1241 73 29 44
1242 73 30 45
1243 73 32 25
1244 73 33 27
1245 73 34 31
1246 73 36 46
1247 73 38 47
1248 73 40 48
1249 73 41 24
1250 73 42 49
1251 73 43 12
1252 73 45 50
1253 73 46 51
1254 73 55 22
1255 73 59 8
1256 73 63 11
1257 73 64 21
1258 73 66 5
1259 73 67 6
1260 73 68 4
1261 73 70 2
1262 73 71 1
1263 74 3 35
1264 74 6 38
1265 74 8 30
1266 74 9 39
1267 74 15 40
1268 74 16 45
1269 74 27 21
1270 74 28 28
1271 74 34 27
1272 74 36 29
1273 74 38 31
1274 74 39 32
1275 74 40 33
1276 74 43 13
1277 74 45 34
1278 74 46 36
1279 74 47 41
1280 74 49 37
1281 74 51 42
1282 74 53 14
1283 74 55 43
1284 74 59 10
1285 74 61 15
1286 74 62 46
1287 74 63 8
1288 74 65 5
1289 74 68 6
1290 74 69 7
1291 74 70 9
1292 74 72 0
1293 74 73 3
1294 75 4 34
1295 75 5 33
1296 75 6 39
1297 75 9 38
1298 75 10 30
1299 75 11 31
1300 75 12 40
1301 75 15 41
1302 75 18 36
1303 75 20 29
1304 75 22 42
1305 75 24 32
1306 75 25 35
1307 75 26 37
1308 75 27 23
1309 75 32 43
1310 75 33 25
1311 75 37 26
1312 75 39 27
1313 75 41 20
1314 75 45 28
1315 75 46 46
1316 75 47 45
1317 75 49 47
1318 75 50 44
1319 75 51 48
1320 75 52 49
1321 75 53 15
1322 75 59 11
1323 75 60 12
1324 75 65 8
1325 75 66 14
1326 75 67 5
1327 75 70 10
1328 75 72 2
1329 75 73 0
1330 75 74 1
1331 76 2 34
1332 76 3 37
1333 76 4 35
1334 76 11 32
1335 76 12 41
1336 76 14 39
1337 76 15 42
1338 76 17 31
1339 76 18 38
1340 76 19 33
1341 76 23 40
1342 76 24 36
1343 76 27 25
1344 76 30 30
1345 76 35 26
1346 76 37 28
1347 76 38 27
1348 76 40 29
1349 76 43 43
1350 76 44 44
1351 76 45 45
1352 76 46 48
1353 76 50 46
1354 76 51 50
1355 76 54 15
1356 76 55 47
1357 76 56 49
1358 76 57 16
1359 76 60 17
1360 76 61 10
1361 76 62 51
1362 76 65 12
1363 76 66 19
1364 76 67 7
1365 76 68 8
1366 76 69 6
1367 76 72 5
1368 77 2 36
1369 77 3 38
1370 77 6 40
1371 77 8 31
1372 77 9 41
1373 77 10 33
1374 77 11 34
1375 77 15 39
1376 77 17 32
1377 77 18 42
1378 77 21 35
1379 77 23 37
1380 77 24 43
1381 77 27 26
1382 77 29 28
1383 77 30 44
1384 77 31 27
1385 77 32 30
1386 77 33 29
1387 77 35 45
1388 77 36 47
1389 77 38 46
1390 77 41 25
1391 77 42 48
1392 77 45 49
1393 77 49 50
1394 77 52 51
1395 77 53 17
1396 77 54 19
1397 77 56 52
1398 77 57 53
1399 77 59 13
1400 77 61 16
1401 77 63 15
1402 77 64 54
1403 77 67 9
1404 77 68 10
1405 77 71 8
1406 77 73 7
1407 77 74 2
1408 78 1 35
1409 78 2 37
1410 78 4 36
1411 78 6 41
1412 78 7 33
1413 78 8 32
1414 78 9 40
1415 78 10 38
1416 78 11 39
1417 78 15 43
1418 78 16 47
1419 78 17 34
1420 78 18 44
1421 78 19 31
1422 78 22 45
1423 78 24 46
1424 78 26 30
1425 78 27 27
1426 78 28 42
1427 78 29 48
1428 78 31 26
1429 78 34 28
1430 78 36 49
1431 78 37 25
1432 78 39 50
1433 78 40 51
1434 78 41 29
1435 78 43 52
1436 78 53 53
1437 78 58 15
1438 78 60 16
1439 78 61 17
1440 78 63 18
1441 78 64 55
1442 78 66 12
1443 78 67 10
1444 78 68 9
1445 78 69 21
1446 78 71 11
1447 78 72 6
1448 78 76 0
1449 79 3 39
1450 79 4 37
1451 79 6 42
1452 79 7 34
1453 79 8 33
1454 79 9 43
1455 79 10 35
1456 79 12 44
1457 79 13 27
1458 79 14 40
1459 79 15 45
1460 79 16 48
1461 79 18 41
1462 79 20 31
1463 79 22 36
1464 79 23 46
1465 79 30 32
1466 79 31 28
1467 79 32 47
1468 79 35 29
1469 79 36 30
1470 79 37 38
1471 79 39 49
1472 79 41 26
1473 79 43 50
1474 79 44 51
1475 79 45 52
1476 79 46 53
1477 79 49 54
1478 79 51 55
1479 79 53 56
1480 79 55 57
1481 79 56 58
1482 79 59 15
1483 79 60 19
1484 79 62 59
1485 79 64 60
1486 79 65 10
1487 79 67 17
1488 79 68 14
1489 79 77 0
1490 80 10 37
1491 80 13 28
1492 80 16 50
1493 80 17 35
1494 80 18 34
1495 80 21 33
1496 80 24 38
1497 80 27 29
1498 80 29 36
1499 80 33 30
1500 80 35 27
1501 80 38 32
1502 80 40 31
1503 80 41 39
1504 80 42 40
1505 80 43 41
1506 80 44 42
1507 80 45 44
1508 80 47 47
1509 80 48 43
1510 80 49 45
1511 80 50 48
1512 80 53 46
1513 80 54 17
1514 80 55 49
1515 80 57 51
1516 80 59 16
1517 80 61 18
1518 80 63 19
1519 80 69 9
1520 80 70 8
1521 80 72 10
1522 80 74 4
1523 80 75 3
1524 80 76 1
1525 80 77 5
1526 80 78 2
1527 80 79 6
1528 81 1 36
1529 81 2 38
1530 81 3 40
1531 81 4 39
1532 81 5 34
1533 81 6 43
1534 81 10 41
1535 81 11 33
1536 81 13 29
1537 81 16 51
1538 81 17 37
1539 81 19 32
1540 81 21 42
1541 81 24 44
1542 81 29 45
1543 81 31 30
1544 81 32 35
1545 81 33 28
1546 81 35 31
1547 81 37 47
1548 81 40 46
1549 81 41 27
1550 81 48 48
1551 81 49 52
1552 81 50 49
1553 81 51 53
1554 81 52 50
1555 81 53 54
1556 81 55 55
1557 81 57 56
1558 81 60 20
1559 81 67 19
1560 81 69 10
1561 81 73 9
1562 81 75 4
1563 81 79 1
1564 82 1 37
1565 82 2 39
1566 82 3 41
1567 82 4 38
1568 82 5 35
1569 82 7 36
1570 82 9 42
1571 82 10 40
1572 82 11 43
1573 82 12 45
1574 82 13 30
1575 82 15 44
1576 82 18 46
1577 82 21 34
1578 82 22 33
1579 82 32 48
1580 82 36 27
1581 82 37 29
1582 82 40 28
1583 82 44 31
1584 82 45 32
1585 82 47 49
1586 82 48 47
1587 82 52 52
1588 82 53 50
1589 82 54 20
1590 82 55 51
1591 82 56 53
1592 82 59 17
1593 82 60 21
1594 82 63 16
1595 82 64 56
1596 82 66 23
1597 82 68 22
1598 82 71 9
1599 82 73 10
1600 82 75 6
1601 82 78 1
1602 83 2 40
1603 83 3 42
1604 83 6 44
1605 83 7 35
1606 83 9 45
1607 83 13 31
1608 83 16 52
1609 83 17 36
1610 83 19 37
1611 83 28 32
1612 83 30 33
1613 83 37 41
1614 83 38 28
1615 83 43 27
1616 83 46 30
1617 83 47 29
1618 83 48 34
1619 83 52 38
1620 83 53 39
1621 83 54 22
1622 83 60 47
1623 83 62 49
1624 83 64 46
1625 83 66 20
1626 83 67 21
1627 83 71 12
1628 83 72 8
1629 83 73 13
1630 83 74 11
1631 83 75 7
1632 83 78 3
1633 83 80 0
1634 83 81 2
1635 83 82 4
1636 84 1 38
1637 84 4 40
1638 84 5 36
1639 84 6 45
1640 84 9 44
1641 84 15 46
1642 84 16 53
1643 84 18 39
1644 84 19 35
1645 84 21 41
1646 84 23 34
1647 84 24 37
1648 84 27 28
1649 84 28 47
1650 84 29 43
