# instancia: r250.5
# arestas: 14849
# cores usadas: 192
# tempo total: 0s (901ms)
# formato: id_aresta  vertice_u  vertice_v  cor
125 24 12 12
126 24 13 14
127 24 14 16
128 24 15 1
129 24 17 3
130 24 19 2
131 24 22 4
132 24 23 5
133 25 1 14
134 25 2 9
135 25 5 15
136 25 6 21
137 25 8 8
138 25 9 13
139 25 10 11
140 25 11 7
141 25 12 16
142 25 13 17
143 25 14 12
144 25 16 18
145 25 20 2
146 25 21 0
147 25 22 3
148 25 24 6
149 26 1 15
150 26 3 9
151 26 4 8
152 26 6 22
153 26 9 16
154 26 10 12
155 26 12 14
156 26 13 13
157 26 14 17
158 26 15 2
159 26 19 1
160 26 22 23
161 26 23 3
162 26 24 0
163 26 25 4
164 27 1 16
165 27 4 9
166 27 6 23
167 27 9 17
168 27 10 13
169 27 12 15
170 27 13 18
171 27 15 6
172 27 19 3
173 27 24 10
174 27 26 5
175 28 1 17
176 28 2 10
177 28 3 11
178 28 4 12
179 28 5 14
180 28 6 24
181 28 9 18
182 28 10 16
183 28 12 19
184 28 13 15
185 28 14 20
186 28 15 8
187 28 17 9
188 28 22 26
189 28 23 1
190 28 24 21
191 28 25 5
192 28 26 6
193 28 27 0
194 29 1 18
195 29 2 11
196 29 5 16
197 29 6 25
198 29 7 7
199 29 9 19
200 29 14 15
201 29 17 8
202 29 18 1
203 29 22 24
204 29 23 4
205 29 25 10
206 29 28 2
207 30 1 19
208 30 2 12
209 30 3 10
210 30 5 17
211 30 6 7
212 30 7 11
213 30 9 22
214 30 10 18
215 30 12 24
216 30 13 16
217 30 14 25
218 30 17 13
219 30 18 4
220 30 22 20
221 30 23 6
222 30 24 26
223 30 25 1
224 30 26 27
225 30 27 2
226 30 28 28
227 30 29 0
228 31 2 13
229 31 3 12
230 31 7 10
231 31 17 14
232 31 23 11
233 31 29 3
234 32 1 20
235 32 2 14
236 32 5 18
237 32 6 26
238 32 7 12
239 32 11 8
240 32 14 19
241 32 17 16
242 32 18 3
243 32 22 28
244 32 25 22
245 32 28 4
246 32 29 5
247 32 30 9
248 33 1 21
249 33 2 15
250 33 3 13
251 33 5 19
252 33 6 27
253 33 7 14
254 33 9 20
255 33 10 17
256 33 12 22
257 33 13 23
258 33 14 18
259 33 15 10
260 33 17 12
261 33 22 29
262 33 23 16
263 33 24 11
264 33 25 24
265 33 26 7
266 33 27 1
267 33 28 3
268 33 29 6
269 33 30 8
270 33 32 0
271 34 5 20
272 34 6 28
273 34 8 9
274 34 9 21
275 34 10 14
276 34 11 10
277 34 12 17
278 34 14 22
279 34 16 7
280 34 20 5
281 34 21 2
282 34 22 30
283 34 25 19
284 34 30 15
285 34 33 4
286 35 1 22
287 35 5 21
288 35 6 29
289 35 8 11
290 35 9 23
291 35 10 19
292 35 11 9
293 35 12 20
294 35 13 24
295 35 14 26
296 35 16 8
297 35 20 12
298 35 21 4
299 35 22 31
300 35 25 25
301 35 28 7
302 35 30 30
303 35 32 1
304 35 33 2
305 35 34 0
306 36 2 16
307 36 3 14
308 36 6 30
309 36 7 13
310 36 17 17
311 36 23 15
312 36 28 22
313 36 29 9
314 36 30 29
315 36 31 0
316 36 33 5
317 37 1 23
318 37 3 15
319 37 4 10
320 37 6 31
321 37 9 24
322 37 10 20
323 37 12 21
324 37 13 22
325 37 15 11
326 37 19 4
327 37 24 17
328 37 26 18
329 37 27 7
330 37 28 13
331 37 33 9
332 38 8 12
333 38 9 25
334 38 10 21
335 38 11 11
336 38 12 23
337 38 16 13
338 38 20 8
339 38 21 6
340 38 25 20
341 38 34 1
342 38 35 3
343 39 2 17
344 39 5 22
345 39 7 15
346 39 11 12
347 39 14 23
348 39 18 7
349 39 29 13
350 39 32 2
351 40 2 18
352 40 5 23
353 40 8 13
354 40 11 14
355 40 14 24
356 40 18 8
357 40 22 32
358 40 29 12
359 40 32 6
360 40 34 3
361 40 35 5
362 40 39 0
363 41 1 24
364 41 2 19
365 41 5 25
366 41 6 32
367 41 7 16
368 41 9 26
369 41 11 13
370 41 14 27
371 41 17 18
372 41 18 9
373 41 22 33
374 41 25 23
375 41 28 29
376 41 29 14
377 41 30 31
378 41 32 7
379 41 33 28
380 41 39 1
381 41 40 2
382 42 1 25
383 42 2 20
384 42 3 16
385 42 4 11
386 42 5 24
387 42 6 33
388 42 9 27
389 42 10 22
390 42 12 26
391 42 13 21
392 42 14 28
393 42 15 12
394 42 17 19
395 42 22 34
396 42 23 13
397 42 24 18
398 42 25 29
399 42 26 10
400 42 27 4
401 42 28 23
402 42 29 17
403 42 30 32
404 42 32 15
405 42 33 30
406 42 35 6
407 42 36 1
408 42 37 0
409 42 41 3
410 43 1 26
411 43 5 27
412 43 6 34
413 43 8 14
414 43 9 28
415 43 10 23
416 43 11 15
417 43 12 25
418 43 13 20
419 43 14 29
420 43 16 12
421 43 18 10
422 43 20 9
423 43 21 11
424 43 22 35
425 43 25 30
426 43 28 31
427 43 29 21
428 43 30 33
429 43 32 13
430 43 33 36
431 43 34 6
432 43 35 16
433 43 38 0
434 43 40 1
435 43 41 4
436 43 42 2
437 44 1 27
438 44 2 21
439 44 5 26
440 44 6 38
441 44 8 15
442 44 9 29
443 44 10 24
444 44 11 17
445 44 12 28
446 44 13 25
447 44 14 30
448 44 16 16
449 44 18 13
450 44 20 14
451 44 21 9
452 44 22 36
453 44 25 31
454 44 28 32
455 44 29 20
456 44 30 34
457 44 32 10
458 44 33 35
459 44 34 8
460 44 35 18
461 44 38 2
462 44 39 3
463 44 40 4
464 44 41 0
465 44 42 5
466 44 43 7
467 45 1 28
468 45 2 22
469 45 5 29
470 45 6 39
471 45 7 17
472 45 8 16
473 45 9 30
474 45 10 25
475 45 11 18
476 45 12 27
477 45 13 26
478 45 14 31
479 45 16 15
480 45 17 20
481 45 18 14
482 45 20 13
483 45 22 37
484 45 24 19
485 45 25 32
486 45 26 11
487 45 28 33
488 45 29 23
489 45 30 35
490 45 32 21
491 45 33 34
492 45 34 12
493 45 35 10
494 45 39 4
495 45 40 7
496 45 41 5
497 45 42 8
498 45 43 3
499 45 44 1
500 46 1 29
501 46 4 13
502 46 6 40
503 46 9 31
504 46 10 26
505 46 12 30
506 46 13 27
507 46 15 14
508 46 19 5
509 46 24 22
510 46 26 19
511 46 27 8
512 46 28 25
513 46 33 37
514 46 37 1
515 46 42 7
516 47 2 23
517 47 5 28
518 47 6 41
519 47 8 17
520 47 9 32
521 47 11 19
522 47 12 29
523 47 14 33
524 47 16 20
525 47 18 15
526 47 22 38
527 47 25 26
528 47 29 22
529 47 30 36
530 47 32 11
531 47 33 25
532 47 34 13
533 47 35 14
534 47 39 5
535 47 40 9
536 47 41 6
537 47 43 8
538 47 44 12
539 47 45 0
540 48 2 24
541 48 5 30
542 48 7 18
543 48 11 20
544 48 14 32
545 48 18 16
546 48 29 26
547 48 32 17
548 48 39 6
549 48 40 10
550 48 41 8
551 48 44 11
552 48 45 2
553 48 47 1
554 49 1 30
555 49 3 17
556 49 4 14
557 49 6 42
558 49 9 33
559 49 10 27
560 49 12 31
561 49 13 28
562 49 15 13
563 49 19 7
564 49 22 39
565 49 24 23
566 49 25 34
567 49 26 20
568 49 27 11
569 49 28 35
570 49 30 37
571 49 33 26
572 49 37 2
573 49 42 9
574 49 46 0
575 50 2 25
576 50 5 31
577 50 6 43
578 50 7 19
579 50 8 18
580 50 11 21
581 50 14 34
582 50 18 17
583 50 22 40
584 50 25 27
585 50 29 28
586 50 30 38
587 50 32 23
588 50 39 8
589 50 40 11
590 50 41 10
591 50 43 5
592 50 44 6
593 50 45 9
594 50 47 2
595 50 48 0
596 51 1 31
597 51 2 26
598 51 3 18
599 51 6 44
600 51 7 20
601 51 14 35
602 51 17 21
603 51 22 41
604 51 23 17
605 51 24 24
606 51 28 27
607 51 29 29
608 51 30 39
609 51 31 1
610 51 32 25
611 51 33 38
612 51 36 2
613 51 41 11
614 51 42 14
615 52 5 32
616 52 8 19
617 52 9 34
618 52 10 28
619 52 11 22
620 52 12 33
621 52 16 17
622 52 20 15
623 52 21 10
624 52 25 35
625 52 34 11
626 52 35 13
627 52 38 4
628 52 43 18
629 52 44 23
630 52 45 6
631 52 47 3
632 53 1 32
633 53 2 27
634 53 3 19
635 53 4 15
636 53 5 33
637 53 6 45
638 53 7 21
639 53 9 35
640 53 10 29
641 53 12 34
642 53 13 30
643 53 14 36
644 53 15 16
645 53 17 22
646 53 22 42
647 53 23 18
648 53 24 25
649 53 25 28
650 53 26 24
651 53 27 12
652 53 28 37
653 53 29 31
654 53 30 40
655 53 31 2
656 53 32 38
657 53 33 39
658 53 36 3
659 53 37 5
660 53 41 17
661 53 42 41
662 53 44 43
663 53 45 44
664 53 46 4
665 53 49 1
666 53 51 0
667 54 1 33
668 54 2 28
669 54 3 20
670 54 5 34
671 54 6 46
672 54 7 22
673 54 14 37
674 54 17 23
675 54 18 18
676 54 22 43
677 54 23 21
678 54 28 30
679 54 29 27
680 54 30 41
681 54 31 4
682 54 32 24
683 54 33 31
684 54 36 6
685 54 41 12
686 54 42 35
687 54 45 36
688 54 50 1
689 54 51 3
690 54 53 7
691 55 1 34
692 55 4 16
693 55 6 47
694 55 9 36
695 55 10 30
696 55 12 32
697 55 13 29
698 55 14 38
699 55 15 15
700 55 19 8
701 55 20 17
702 55 21 14
703 55 22 44
704 55 24 27
705 55 25 33
706 55 26 21
707 55 27 19
708 55 28 39
709 55 30 42
710 55 33 40
711 55 35 28
712 55 37 3
713 55 42 31
714 55 43 22
715 55 45 24
716 55 46 2
717 55 49 4
718 55 53 6
719 56 1 35
720 56 5 36
721 56 6 48
722 56 8 20
723 56 9 37
724 56 10 31
725 56 11 23
726 56 12 38
727 56 13 32
728 56 14 39
729 56 16 19
730 56 20 16
731 56 21 15
732 56 22 45
733 56 25 40
734 56 28 34
735 56 29 30
736 56 30 46
737 56 32 27
738 56 33 42
739 56 34 18
740 56 35 17
741 56 38 5
742 56 40 21
743 56 41 22
744 56 42 43
745 56 43 24
746 56 44 33
747 56 45 41
748 56 47 4
749 56 50 3
750 56 52 0
751 56 55 1
752 57 1 36
753 57 2 30
754 57 3 21
755 57 5 35
756 57 6 18
757 57 7 25
758 57 9 38
759 57 10 32
760 57 12 37
761 57 13 31
762 57 14 40
763 57 16 22
764 57 17 26
765 57 22 27
766 57 23 20
767 57 24 28
768 57 25 39
769 57 26 33
770 57 27 14
771 57 28 41
772 57 29 34
773 57 30 23
774 57 32 42
775 57 33 43
776 57 34 16
777 57 35 44
778 57 36 4
779 57 37 6
780 57 41 45
781 57 42 46
782 57 43 17
783 57 44 19
784 57 45 47
785 57 46 3
786 57 47 7
787 57 49 5
788 57 50 12
789 57 51 8
790 57 53 9
791 57 54 0
792 57 55 10
793 57 56 2
794 58 1 37
795 58 4 17
796 58 6 49
797 58 9 39
798 58 10 33
799 58 12 35
800 58 13 34
801 58 15 18
802 58 16 21
803 58 19 10
804 58 20 19
805 58 21 16
806 58 22 46
807 58 24 29
808 58 25 36
809 58 26 25
810 58 27 20
811 58 28 38
812 58 30 47
813 58 33 44
814 58 35 15
815 58 37 8
816 58 38 7
817 58 42 40
818 58 46 6
819 58 49 3
820 58 53 11
821 58 55 0
822 58 56 9
823 58 57 1
824 59 8 21
825 59 9 40
826 59 10 34
827 59 11 24
828 59 12 36
829 59 16 23
830 59 20 18
831 59 21 17
832 59 25 37
833 59 34 25
834 59 35 27
835 59 38 9
836 59 43 19
837 59 44 22
838 59 47 10
839 59 52 1
840 59 56 6
841 60 1 38
842 60 2 29
843 60 3 22
844 60 5 37
845 60 6 50
846 60 7 23
847 60 9 41
848 60 12 39
849 60 13 33
850 60 14 42
851 60 17 24
852 60 18 19
853 60 22 49
854 60 23 25
855 60 24 30
856 60 25 43
857 60 26 26
858 60 28 36
859 60 29 32
860 60 30 48
861 60 31 5
862 60 32 31
863 60 33 45
864 60 36 7
865 60 41 15
866 60 42 44
867 60 44 40
868 60 45 46
869 60 50 4
870 60 51 6
871 60 53 8
872 60 54 2
873 60 57 11
874 61 1 39
875 61 2 31
876 61 3 23
877 61 5 38
878 61 6 51
879 61 7 24
880 61 9 42
881 61 13 35
882 61 14 41
883 61 17 25
884 61 18 20
885 61 22 50
886 61 23 22
887 61 24 32
888 61 25 44
889 61 26 28
890 61 28 40
891 61 29 33
892 61 30 49
893 61 31 6
894 61 32 29
895 61 33 46
896 61 36 8
897 61 41 21
898 61 42 36
899 61 45 43
900 61 51 4
901 61 53 10
902 61 54 5
903 61 57 48
904 61 60 0
905 62 1 40
906 62 2 32
907 62 3 24
908 62 6 52
909 62 7 26
910 62 13 36
911 62 17 27
912 62 22 51
913 62 23 23
914 62 24 31
915 62 26 29
916 62 28 42
917 62 29 35
918 62 30 50
919 62 31 7
920 62 33 47
921 62 36 10
922 62 42 37
923 62 51 5
924 62 53 13
925 62 54 8
926 62 57 49
927 62 60 1
928 62 61 2
929 63 1 41
930 63 3 25
931 63 4 18
932 63 6 53
933 63 9 43
934 63 13 37
935 63 15 17
936 63 19 11
937 63 23 24
938 63 24 33
939 63 26 30
940 63 27 21
941 63 28 44
942 63 30 51
943 63 33 48
944 63 37 12
945 63 42 38
946 63 46 9
947 63 49 6
948 63 51 7
949 63 53 14
950 63 55 5
951 63 57 50
952 63 58 2
953 63 61 1
954 63 62 0
955 64 5 39
956 64 6 55
957 64 8 22
958 64 9 44
959 64 10 35
960 64 11 25
961 64 12 40
962 64 13 38
963 64 14 43
964 64 16 24
965 64 20 20
966 64 21 18
967 64 22 52
968 64 25 41
969 64 30 53
970 64 33 49
971 64 34 23
972 64 35 32
973 64 38 10
974 64 43 37
975 64 44 42
976 64 45 45
977 64 47 16
978 64 52 2
979 64 55 7
980 64 56 8
981 64 57 51
982 64 58 4
983 64 59 0
984 65 2 33
985 65 3 26
986 65 5 40
987 65 6 56
988 65 7 27
989 65 14 44
990 65 17 28
991 65 18 21
992 65 22 53
993 65 23 29
994 65 29 36
995 65 30 52
996 65 31 8
997 65 32 30
998 65 33 50
999 65 36 11
1000 65 39 9
1001 65 41 20
1002 65 42 39
1003 65 45 38
1004 65 48 3
1005 65 50 7
1006 65 51 10
1007 65 53 23
1008 65 54 13
1009 65 57 54
1010 65 60 12
1011 65 61 14
1012 65 62 4
1013 66 1 42
1014 66 2 34
1015 66 3 27
1016 66 6 57
1017 66 7 28
1018 66 9 45
1019 66 13 39
1020 66 14 46
1021 66 17 29
1022 66 22 54
1023 66 23 26
1024 66 24 35
1025 66 25 38
1026 66 26 31
1027 66 28 43
1028 66 29 37
1029 66 30 55
1030 66 31 9
1031 66 33 52
1032 66 36 12
1033 66 41 30
1034 66 42 47
1035 66 45 40
1036 66 49 8
1037 66 51 13
1038 66 53 20
1039 66 54 10
1040 66 57 53
1041 66 60 3
1042 66 61 7
1043 66 62 6
1044 66 63 4
1045 66 65 0
1046 67 2 35
1047 67 3 28
1048 67 7 29
1049 67 17 30
1050 67 23 27
1051 67 31 15
1052 67 36 18
1053 67 51 9
1054 67 53 26
1055 67 54 11
1056 67 60 10
1057 67 61 3
1058 67 62 12
1059 67 65 1
1060 67 66 2
1061 68 2 36
1062 68 5 41
1063 68 8 23
1064 68 11 26
1065 68 14 45
1066 68 16 25
1067 68 18 22
1068 68 22 55
1069 68 25 42
1070 68 29 38
1071 68 30 54
1072 68 32 32
1073 68 34 24
1074 68 35 33
1075 68 39 10
1076 68 40 15
1077 68 41 34
1078 68 43 39
1079 68 44 37
1080 68 45 48
1081 68 47 18
1082 68 48 4
1083 68 50 13
1084 68 52 5
1085 68 56 7
1086 68 64 1
1087 69 5 42
1088 69 8 24
1089 69 11 27
1090 69 14 47
1091 69 16 26
1092 69 18 23
1093 69 22 56
1094 69 25 45
1095 69 32 33
1096 69 34 29
1097 69 35 34
1098 69 39 11
1099 69 40 16
1100 69 41 35
1101 69 43 32
1102 69 44 39
1103 69 45 49
1104 69 47 21
1105 69 48 5
1106 69 50 14
1107 69 52 7
1108 69 56 10
1109 69 59 2
1110 69 64 3
1111 69 68 0
1112 70 1 43
1113 70 4 19
1114 70 5 44
1115 70 6 58
1116 70 9 46
1117 70 10 36
1118 70 12 41
1119 70 13 40
1120 70 14 48
1121 70 15 20
1122 70 16 27
1123 70 20 21
1124 70 21 22
1125 70 22 57
1126 70 24 34
1127 70 25 47
1128 70 26 32
1129 70 27 24
1130 70 28 45
1131 70 30 56
1132 70 33 53
1133 70 34 26
1134 70 35 35
1135 70 37 14
1136 70 38 15
1137 70 42 42
1138 70 43 38
1139 70 44 49
1140 70 45 50
1141 70 46 10
1142 70 49 12
1143 70 53 51
1144 70 55 9
1145 70 56 11
1146 70 57 52
1147 70 58 5
1148 70 59 3
1149 70 60 13
1150 70 63 8
1151 70 64 6
1152 71 2 37
1153 71 5 43
1154 71 8 25
1155 71 11 28
1156 71 14 49
1157 71 16 29
1158 71 18 24
1159 71 22 59
1160 71 25 46
1161 71 29 39
1162 71 32 34
1163 71 34 27
1164 71 35 36
1165 71 39 14
1166 71 40 17
1167 71 41 38
1168 71 43 40
1169 71 44 41
1170 71 45 42
1171 71 47 30
1172 71 48 7
1173 71 50 15
1174 71 56 12
1175 71 68 2
1176 71 69 1
1177 72 8 26
1178 72 9 47
1179 72 10 37
1180 72 11 29
1181 72 12 42
1182 72 16 28
1183 72 20 22
1184 72 21 19
1185 72 25 48
1186 72 34 31
1187 72 35 38
1188 72 38 14
1189 72 43 41
1190 72 44 44
1191 72 52 8
1192 72 55 11
1193 72 56 13
1194 72 58 12
1195 72 59 4
1196 72 64 5
1197 72 70 0
1198 73 1 44
1199 73 4 20
1200 73 5 45
1201 73 6 60
1202 73 8 27
1203 73 9 48
1204 73 10 38
1205 73 12 43
1206 73 13 41
1207 73 14 50
1208 73 15 19
1209 73 16 30
1210 73 20 23
1211 73 21 21
1212 73 22 61
1213 73 24 36
1214 73 25 49
1215 73 26 34
1216 73 27 22
1217 73 28 46
1218 73 30 57
1219 73 33 54
1220 73 34 32
1221 73 35 37
1222 73 37 16
1223 73 38 17
1224 73 42 51
1225 73 43 42
1226 73 44 47
1227 73 45 52
1228 73 46 11
1229 73 47 24
1230 73 49 10
1231 73 52 9
1232 73 53 53
1233 73 55 12
1234 73 56 14
1235 73 57 55
1236 73 58 13
1237 73 59 5
1238 73 60 18
1239 73 63 3
1240 73 64 15
1241 73 70 1
1242 73 72 2
1243 74 1 45
1244 74 2 38
1245 74 3 29
1246 74 5 46
1247 74 6 61
1248 74 7 30
1249 74 13 42
1250 74 14 51
1251 74 17 31
1252 74 22 60
1253 74 23 28
1254 74 24 37
1255 74 25 50
1256 74 26 35
1257 74 28 47
1258 74 29 40
1259 74 30 58
1260 74 31 16
1261 74 32 36
1262 74 33 55
1263 74 36 19
1264 74 41 39
1265 74 42 48
1266 74 45 53
1267 74 51 12
1268 74 53 49
1269 74 54 9
1270 74 57 57
1271 74 60 14
1272 74 61 11
1273 74 62 3
1274 74 63 10
1275 74 65 2
1276 74 66 1
1277 74 67 0
1278 75 1 46
1279 75 5 47
1280 75 6 62
1281 75 8 28
1282 75 9 49
1283 75 10 39
1284 75 11 30
1285 75 12 44
1286 75 13 43
1287 75 14 52
1288 75 16 31
1289 75 20 24
1290 75 21 20
1291 75 22 63
1292 75 25 51
1293 75 26 36
1294 75 28 48
1295 75 30 59
1296 75 33 56
1297 75 34 33
1298 75 35 40
1299 75 38 16
1300 75 42 45
1301 75 43 50
1302 75 44 53
1303 75 45 54
1304 75 46 12
1305 75 47 27
1306 75 49 15
1307 75 52 14
1308 75 55 13
1309 75 56 25
1310 75 57 58
1311 75 58 22
1312 75 59 7
1313 75 64 9
1314 75 69 4
1315 75 70 2
1316 75 72 1
1317 75 73 0
1318 76 1 47
1319 76 2 39
1320 76 3 30
1321 76 5 48
1322 76 6 8
1323 76 7 31
1324 76 8 29
1325 76 9 50
1326 76 10 42
1327 76 11 32
1328 76 12 45
1329 76 13 44
1330 76 14 53
1331 76 16 33
1332 76 17 34
1333 76 18 25
1334 76 20 26
1335 76 22 22
1336 76 23 35
1337 76 24 43
1338 76 25 52
1339 76 26 37
1340 76 28 49
1341 76 29 51
1342 76 30 14
1343 76 32 54
1344 76 33 41
1345 76 34 36
1346 76 35 55
1347 76 41 56
1348 76 42 57
1349 76 43 58
1350 76 44 59
1351 76 45 60
1352 76 47 62
1353 76 49 16
1354 76 50 20
1355 76 51 15
1356 76 53 63
1357 76 54 17
1358 76 55 18
1359 76 56 28
1360 76 57 24
1361 76 58 23
1362 76 60 9
1363 76 61 12
1364 76 62 11
1365 76 64 13
1366 76 65 5
1367 76 66 21
1368 76 68 3
1369 76 69 64
1370 76 70 7
1371 76 71 0
1372 76 73 65
1373 76 74 27
1374 76 75 10
1375 77 1 48
1376 77 4 21
1377 77 5 49
1378 77 6 63
1379 77 9 51
1380 77 10 40
1381 77 12 46
1382 77 13 45
1383 77 14 54
1384 77 15 22
1385 77 16 32
1386 77 19 12
1387 77 20 25
1388 77 21 23
1389 77 22 62
1390 77 24 38
1391 77 25 53
1392 77 26 39
1393 77 27 26
1394 77 28 50
1395 77 30 60
1396 77 33 57
1397 77 34 34
1398 77 35 41
1399 77 37 19
1400 77 42 52
1401 77 43 43
1402 77 44 55
1403 77 45 56
1404 77 46 15
1405 77 49 18
1406 77 53 47
1407 77 55 20
1408 77 56 29
1409 77 57 59
1410 77 58 14
1411 77 60 16
1412 77 63 13
1413 77 64 11
1414 77 70 4
1415 77 72 3
1416 77 73 6
1417 77 75 5
1418 77 76 1
1419 78 2 40
1420 78 5 50
1421 78 7 32
1422 78 14 55
1423 78 18 26
1424 78 22 64
1425 78 29 41
1426 78 30 61
1427 78 32 35
1428 78 39 16
1429 78 40 19
1430 78 41 36
1431 78 44 45
1432 78 45 51
1433 78 47 31
1434 78 48 9
1435 78 50 22
1436 78 54 14
1437 78 60 17
1438 78 65 6
1439 78 68 8
1440 78 69 12
1441 78 71 3
1442 78 76 2
1443 79 1 49
1444 79 5 51
1445 79 6 64
1446 79 8 30
1447 79 9 52
1448 79 10 41
1449 79 11 31
1450 79 12 47
1451 79 13 46
1452 79 14 56
1453 79 16 34
1454 79 20 27
1455 79 21 24
1456 79 22 65
1457 79 25 54
1458 79 28 53
1459 79 30 62
1460 79 33 58
1461 79 34 35
1462 79 35 39
1463 79 38 18
1464 79 42 50
1465 79 43 44
1466 79 44 48
1467 79 45 55
1468 79 47 37
1469 79 52 12
1470 79 55 23
1471 79 56 26
1472 79 57 60
1473 79 58 28
1474 79 59 8
1475 79 64 14
1476 79 68 6
1477 79 69 9
1478 79 70 16
1479 79 72 7
1480 79 73 4
1481 79 75 3
1482 79 76 66
1483 79 77 0
1484 80 2 41
1485 80 5 52
1486 80 6 65
1487 80 7 33
1488 80 8 31
1489 80 11 34
1490 80 14 57
1491 80 16 35
1492 80 18 27
1493 80 22 66
1494 80 25 55
1495 80 29 42
1496 80 30 63
1497 80 32 37
1498 80 34 38
1499 80 35 43
1500 80 39 18
1501 80 40 20
1502 80 41 40
1503 80 43 45
1504 80 44 46
1505 80 45 58
1506 80 47 39
1507 80 48 12
1508 80 50 16
1509 80 56 44
1510 80 57 61
1511 80 60 21
1512 80 65 15
1513 80 68 9
1514 80 69 6
1515 80 71 4
1516 80 76 67
1517 80 78 0
1518 80 79 1
1519 81 1 50
1520 81 2 42
1521 81 5 53
1522 81 6 66
1523 81 7 34
1524 81 8 32
1525 81 9 54
1526 81 11 33
1527 81 12 48
1528 81 13 47
1529 81 14 58
1530 81 16 36
1531 81 17 35
1532 81 18 28
1533 81 22 67
1534 81 23 30
1535 81 24 39
1536 81 25 56
1537 81 26 38
1538 81 28 51
1539 81 29 43
1540 81 30 65
1541 81 32 40
1542 81 33 59
1543 81 34 37
1544 81 35 45
1545 81 39 19
1546 81 40 22
1547 81 41 41
1548 81 42 49
1549 81 43 46
1550 81 44 52
1551 81 45 57
1552 81 47 44
1553 81 48 13
1554 81 50 24
1555 81 51 16
1556 81 53 55
1557 81 54 15
1558 81 55 25
1559 81 56 60
1560 81 57 62
1561 81 60 20
1562 81 61 9
1563 81 64 12
1564 81 65 17
1565 81 66 5
1566 81 68 11
1567 81 69 8
1568 81 70 18
1569 81 71 6
1570 81 73 7
1571 81 74 4
1572 81 75 21
1573 81 76 69
1574 81 77 2
1575 81 78 1
1576 81 79 10
1577 81 80 3
1578 82 1 51
1579 82 2 43
1580 82 5 54
1581 82 6 67
1582 82 8 33
1583 82 9 53
1584 82 10 44
1585 82 11 35
1586 82 12 49
1587 82 13 48
1588 82 14 59
1589 82 16 37
1590 82 17 32
1591 82 20 28
1592 82 21 25
1593 82 22 68
1594 82 24 40
1595 82 25 57
1596 82 26 41
1597 82 27 27
1598 82 28 52
1599 82 29 45
1600 82 30 66
1601 82 32 39
1602 82 33 60
1603 82 34 42
1604 82 35 46
1605 82 41 47
1606 82 42 55
1607 82 43 56
1608 82 44 50
1609 82 45 61
1610 82 46 16
1611 82 47 34
1612 82 49 19
1613 82 50 26
1614 82 53 58
1615 82 55 62
1616 82 56 63
1617 82 57 64
1618 82 58 24
1619 82 59 11
1620 82 60 65
1621 82 61 13
1622 82 64 17
1623 82 66 14
1624 82 68 12
1625 82 69 15
1626 82 70 23
1627 82 72 6
1628 82 73 8
1629 82 74 5
1630 82 75 18
1631 82 76 70
1632 82 77 7
1633 82 79 2
1634 82 80 10
1635 82 81 0
1636 83 1 52
1637 83 4 22
1638 83 6 68
1639 83 9 55
1640 83 10 43
1641 83 12 50
1642 83 13 49
1643 83 15 21
1644 83 16 38
1645 83 20 29
1646 83 21 26
1647 83 24 41
1648 83 25 58
1649 83 26 40
1650 83 27 25
1651 83 28 54
