# instancia: dsjc1000.1
# arestas: 49629
# cores usadas: 147
# tempo total: 6s (6955ms)
# formato: id_aresta  vertice_u  vertice_v  cor
535 107 9 4
536 107 13 13
537 107 15 11
538 107 20 16
539 107 41 8
540 107 44 15
541 107 47 12
542 107 51 5
543 107 65 17
544 107 69 14
545 107 71 1
546 107 81 3
547 107 90 18
548 108 2 11
549 108 17 12
550 108 24 10
551 108 47 13
552 108 64 2
553 108 73 6
554 108 78 14
555 108 96 3
556 108 97 4
557 108 100 0
558 109 26 15
559 109 28 5
560 109 31 12
561 109 47 14
562 109 49 13
563 109 62 9
564 109 68 7
565 109 69 16
566 109 79 10
567 109 108 1
568 110 3 9
569 110 7 8
570 110 8 13
571 110 15 12
572 110 51 7
573 110 56 10
574 110 60 6
575 110 66 2
576 110 67 3
577 110 73 11
578 110 106 0
579 111 5 11
580 111 6 12
581 111 11 8
582 111 47 15
583 111 50 4
584 111 55 16
585 111 56 9
586 111 78 17
587 111 91 2
588 111 100 14
589 111 102 3
590 111 105 1
591 112 3 10
592 112 12 11
593 112 27 13
594 112 40 12
595 112 46 17
596 112 51 8
597 112 52 9
598 112 68 14
599 112 71 15
600 112 73 7
601 112 74 16
602 112 84 4
603 112 95 1
604 112 96 18
605 113 17 11
606 113 18 10
607 113 20 17
608 113 39 7
609 113 63 14
610 113 104 0
611 114 20 18
612 114 21 7
613 114 34 11
614 114 48 9
615 114 49 12
616 114 53 10
617 114 56 8
618 114 57 16
619 114 70 2
620 114 75 6
621 114 76 3
622 114 92 0
623 114 112 5
624 115 27 11
625 115 28 6
626 115 30 8
627 115 39 10
628 115 43 12
629 115 52 14
630 115 53 13
631 115 54 15
632 115 55 17
633 115 64 3
634 115 72 4
635 115 73 16
636 115 109 0
637 115 114 1
638 116 25 10
639 116 42 6
640 116 48 12
641 116 56 11
642 116 60 13
643 116 63 15
644 116 80 8
645 116 87 1
646 116 90 5
647 116 96 7
648 116 97 2
649 116 100 9
650 116 102 4
651 116 103 14
652 116 111 0
653 117 19 7
654 117 24 11
655 117 42 8
656 117 49 14
657 117 55 15
658 117 61 16
659 117 70 3
660 117 87 4
661 117 96 10
662 117 113 1
663 118 10 14
664 118 13 15
665 118 30 9
666 118 47 16
667 118 56 12
668 118 68 13
669 118 74 8
670 118 77 2
671 118 87 5
672 118 93 17
673 118 94 1
674 118 107 0
675 119 1 10
676 119 26 17
677 119 49 15
678 119 61 14
679 119 69 13
680 119 72 9
681 119 74 12
682 119 94 2
683 119 115 5
684 120 3 11
685 120 14 16
686 120 22 8
687 120 31 13
688 120 38 14
689 120 39 12
690 120 42 10
691 120 44 17
692 120 47 18
693 120 52 15
694 120 69 19
695 120 92 1
696 120 93 20
697 120 99 0
698 120 100 2
699 120 107 6
700 120 112 3
701 121 15 13
702 121 37 15
703 121 49 16
704 121 54 17
705 121 65 8
706 121 71 10
707 121 72 11
708 121 80 9
709 121 85 12
710 121 89 0
711 121 99 3
712 121 106 5
713 121 120 4
714 122 14 17
715 122 35 11
716 122 36 9
717 122 39 13
718 122 48 14
719 122 63 10
720 122 85 15
721 122 86 4
722 122 87 12
723 122 90 16
724 122 112 0
725 122 117 2
726 123 9 5
727 123 11 9
728 123 16 10
729 123 20 19
730 123 22 11
731 123 41 12
732 123 60 14
733 123 76 6
734 123 93 8
735 123 94 4
736 123 95 2
737 123 97 3
738 123 99 15
739 123 101 0
740 123 103 1
741 123 118 7
742 124 3 12
743 124 7 9
744 124 10 15
745 124 12 10
746 124 14 18
747 124 27 14
748 124 35 13
749 124 36 11
750 124 57 17
751 124 58 7
752 124 59 3
753 124 62 16
754 124 74 19
755 124 98 4
756 124 104 2
757 124 115 20
758 124 117 0
759 125 15 14
760 125 26 18
761 125 35 12
762 125 45 1
763 125 48 13
764 125 53 11
765 125 70 4
766 125 81 6
767 125 84 5
768 125 105 2
769 125 121 7
770 125 123 16
771 126 16 12
772 126 32 5
773 126 58 8
774 126 65 15
775 126 80 10
776 126 97 6
777 126 114 4
778 127 8 14
779 127 14 19
780 127 20 20
781 127 37 16
782 127 65 12
783 127 68 9
784 127 70 5
785 127 118 3
786 127 125 0
787 128 4 10
788 128 10 16
789 128 49 17
790 128 56 13
791 128 59 6
792 128 63 11
793 128 72 12
794 128 73 8
795 128 78 15
796 128 85 14
797 128 88 0
798 128 115 2
799 129 12 12
800 129 28 7
801 129 29 11
802 129 31 14
803 129 43 10
804 129 46 18
805 129 56 15
806 129 89 1
807 129 98 9
808 129 106 3
809 129 111 5
810 129 120 21
811 130 9 6
812 130 16 13
813 130 20 21
814 130 43 14
815 130 66 3
816 130 68 12
817 130 72 15
818 130 95 5
819 130 97 7
820 130 107 2
821 130 111 10
822 130 118 4
823 130 120 9
824 131 4 11
825 131 11 10
826 131 23 13
827 131 75 8
828 131 76 7
829 131 109 2
830 131 117 5
831 131 121 1
832 132 29 12
833 132 35 14
834 132 72 13
835 132 119 0
836 133 24 12
837 133 29 14
838 133 58 9
839 133 67 2
840 133 79 13
841 133 105 3
842 133 109 4
843 133 111 6
844 133 120 5
845 133 122 1
846 133 123 17
847 133 124 8
848 134 2 12
849 134 10 17
850 134 22 9
851 134 27 15
852 134 29 16
853 134 53 14
854 134 66 4
855 134 67 8
856 134 73 10
857 134 103 2
858 134 107 7
859 134 110 1
860 134 112 6
861 134 115 18
862 134 118 11
863 135 4 12
864 135 19 8
865 135 22 10
866 135 26 19
867 135 28 9
868 135 30 11
869 135 35 15
870 135 37 18
871 135 62 13
872 135 66 14
873 135 67 16
874 135 68 17
875 135 93 21
876 136 6 11
877 136 15 15
878 136 39 14
879 136 77 4
880 136 81 1
881 136 88 2
882 136 94 5
883 136 113 3
884 136 114 13
885 136 118 6
886 136 121 18
887 136 132 7
888 137 3 13
889 137 6 14
890 137 14 20
891 137 22 12
892 137 39 11
893 137 44 18
894 137 48 15
895 137 49 19
896 137 70 6
897 137 71 16
898 137 73 17
899 137 83 9
900 137 94 10
901 137 97 21
902 137 108 5
903 137 113 2
904 137 127 1
905 137 135 0
906 138 7 10
907 138 18 12
908 138 20 22
909 138 23 15
910 138 24 13
911 138 30 14
912 138 46 19
913 138 50 5
914 138 53 16
915 138 79 17
916 138 88 7
917 138 100 8
918 138 111 18
919 139 17 13
920 139 32 7
921 139 51 9
922 139 52 8
923 139 61 15
924 139 71 12
925 139 74 10
926 139 97 11
927 139 100 16
928 139 101 1
929 139 107 19
930 139 119 3
931 139 121 2
932 139 124 5
933 139 132 4
934 140 16 14
935 140 18 13
936 140 19 9
937 140 22 15
938 140 23 16
939 140 31 17
940 140 32 8
941 140 36 18
942 140 41 10
943 140 53 12
944 140 59 11
945 140 62 19
946 140 66 20
947 140 68 21
948 140 91 4
949 140 102 22
950 140 119 1
951 140 121 6
952 141 18 14
953 141 31 15
954 141 39 16
955 141 56 17
956 141 57 18
957 141 58 10
958 141 60 12
959 141 67 11
960 141 96 13
961 141 106 7
962 141 112 2
963 141 113 4
964 141 120 22
965 141 128 1
966 141 139 0
967 142 2 13
968 142 5 12
969 142 7 11
970 142 8 15
971 142 15 16
972 142 20 23
973 142 21 8
974 142 23 17
975 142 31 18
976 142 56 14
977 142 103 5
978 142 110 4
979 142 112 19
980 142 119 6
981 142 129 0
982 142 139 20
983 142 141 3
984 143 2 14
985 143 39 15
986 143 61 17
987 143 66 11
988 143 74 9
989 143 85 10
990 143 93 12
991 143 97 16
992 143 104 3
993 143 109 6
994 143 117 13
995 143 138 0
996 144 4 13
997 144 9 7
998 144 11 11
999 144 15 17
1000 144 23 18
1001 144 25 14
1002 144 27 16
1003 144 37 19
1004 144 42 12
1005 144 49 20
1006 144 64 5
1007 144 65 21
1008 144 84 8
1009 144 90 15
1010 144 97 9
1011 144 98 10
1012 144 125 3
1013 144 142 1
1014 145 8 16
1015 145 12 13
1016 145 15 18
1017 145 26 20
1018 145 34 12
1019 145 39 17
1020 145 46 21
1021 145 51 10
1022 145 62 11
1023 145 82 8
1024 145 95 6
1025 145 108 7
1026 145 118 19
1027 145 119 4
1028 145 130 0
1029 146 14 21
1030 146 16 15
1031 146 23 19
1032 146 31 16
1033 146 32 9
1034 146 45 4
1035 146 92 2
1036 146 95 8
1037 146 103 7
1038 146 111 13
1039 146 121 14
1040 146 127 6
1041 147 22 13
1042 147 24 14
1043 147 53 15
1044 147 67 12
1045 147 70 7
1046 147 79 16
1047 147 85 11
1048 147 111 19
1049 147 126 0
1050 147 143 1
1051 148 16 16
1052 148 19 10
1053 148 23 20
1054 148 30 12
1055 148 41 11
1056 148 72 14
1057 148 79 18
1058 148 81 8
1059 148 83 13
1060 148 84 15
1061 148 87 17
1062 148 89 3
1063 148 100 19
1064 148 102 9
1065 148 121 21
1066 148 122 5
1067 148 126 1
1068 148 134 0
1069 148 146 22
1070 148 147 2
1071 149 1 11
1072 149 5 13
1073 149 54 16
1074 149 57 19
1075 149 70 9
1076 149 77 7
1077 149 94 6
1078 149 106 14
1079 149 123 18
1080 149 134 3
1081 149 135 1
1082 149 141 5
1083 149 147 4
1084 150 3 14
1085 150 6 13
1086 150 14 22
1087 150 16 17
1088 150 17 15
1089 150 19 11
1090 150 31 19
1091 150 54 18
1092 150 68 16
1093 150 80 12
1094 150 86 6
1095 150 94 20
1096 150 131 0
1097 150 136 8
1098 151 3 15
1099 151 5 14
1100 151 27 17
1101 151 96 12
1102 151 97 18
1103 151 106 16
1104 151 135 2
1105 152 26 21
1106 152 52 11
1107 152 56 16
1108 152 68 15
1109 152 81 9
1110 152 104 4
1111 152 109 3
1112 152 116 17
1113 152 119 7
1114 152 120 23
1115 152 124 1
1116 152 141 6
1117 153 1 12
1118 153 9 8
1119 153 36 13
1120 153 42 11
1121 153 49 18
1122 153 56 19
1123 153 59 9
1124 153 77 10
1125 153 85 16
1126 153 91 5
1127 153 110 14
1128 153 113 6
1129 153 135 3
1130 153 144 0
1131 154 1 13
1132 154 5 15
1133 154 6 16
1134 154 14 23
1135 154 28 8
1136 154 54 19
1137 154 90 12
1138 154 94 11
1139 154 106 17
1140 154 125 9
1141 154 126 2
1142 154 132 1
1143 154 134 5
1144 154 139 6
1145 154 144 4
1146 154 146 0
1147 154 148 7
1148 155 12 14
1149 155 16 18
1150 155 32 10
1151 155 38 15
1152 155 43 13
1153 155 51 11
1154 155 52 12
1155 155 65 16
1156 155 86 17
1157 155 112 20
1158 155 118 21
1159 155 139 22
1160 156 8 17
1161 156 17 14
1162 156 32 11
1163 156 34 13
1164 156 49 21
1165 156 50 7
1166 156 94 15
1167 156 98 16
1168 156 100 18
1169 156 101 3
1170 156 105 5
1171 156 110 19
1172 156 111 20
1173 156 130 1
1174 156 139 23
1175 156 141 8
1176 156 147 6
1177 156 155 0
1178 157 12 15
1179 157 20 24
1180 157 22 14
1181 157 33 9
1182 157 36 16
1183 157 37 20
1184 157 38 17
1185 157 43 18
1186 157 49 22
1187 157 54 21
1188 157 60 10
1189 157 66 13
1190 157 70 11
1191 157 74 23
1192 157 81 19
1193 157 88 8
1194 157 115 7
1195 157 116 3
1196 157 118 25
1197 157 122 6
1198 157 128 4
1199 157 143 2
1200 158 1 14
1201 158 55 18
1202 158 61 19
1203 158 64 9
1204 158 94 13
1205 158 97 15
1206 158 116 16
1207 158 119 8
1208 158 131 3
1209 158 132 2
1210 159 15 19
1211 159 31 20
1212 159 42 13
1213 159 54 22
1214 159 76 8
1215 159 94 14
1216 159 98 7
1217 159 106 15
1218 159 107 10
1219 159 125 17
1220 159 136 0
1221 159 151 1
1222 159 155 2
1223 160 18 15
1224 160 26 22
1225 160 34 14
1226 160 42 16
1227 160 44 19
1228 160 67 13
1229 160 86 12
1230 160 104 5
1231 160 123 20
1232 160 137 3
1233 160 144 2
1234 160 152 0
1235 161 16 19
1236 161 37 21
1237 161 40 13
1238 161 41 14
1239 161 43 15
1240 161 44 20
1241 161 66 16
1242 161 72 17
1243 161 79 12
1244 161 110 5
1245 161 122 3
1246 161 155 1
1247 162 19 12
1248 162 28 10
1249 162 29 15
1250 162 81 11
1251 162 86 13
1252 162 114 14
1253 163 4 14
1254 163 12 16
1255 163 18 17
1256 163 33 10
1257 163 80 11
1258 163 87 13
1259 163 92 4
1260 163 100 20
1261 163 121 19
1262 163 130 8
1263 163 136 9
1264 163 145 1
1265 163 151 0
1266 164 2 15
1267 164 12 17
1268 164 27 18
1269 164 28 11
1270 164 37 22
1271 164 43 16
1272 164 53 19
1273 164 56 20
1274 164 58 12
1275 164 62 10
1276 164 68 23
1277 164 84 14
1278 164 106 21
1279 164 121 24
1280 164 122 7
1281 164 158 0
1282 164 161 2
1283 165 1 15
1284 165 22 16
1285 165 35 17
1286 165 45 5
1287 165 47 19
1288 165 52 18
1289 165 56 21
1290 165 60 20
1291 165 61 22
1292 165 71 13
1293 165 90 14
1294 165 99 23
1295 165 103 11
1296 165 105 6
1297 165 110 24
1298 165 123 25
1299 165 127 2
1300 165 135 4
1301 165 149 0
1302 165 156 9
1303 165 158 1
1304 165 163 3
1305 166 3 16
1306 166 16 20
1307 166 27 19
1308 166 44 21
1309 166 48 17
1310 166 56 18
1311 166 59 8
1312 166 80 14
1313 166 82 10
1314 166 87 22
1315 166 93 13
1316 166 94 23
1317 166 99 24
1318 166 125 15
1319 166 131 4
1320 166 135 5
1321 166 138 1
1322 166 139 25
1323 166 154 3
1324 166 158 6
1325 166 161 0
1326 167 1 16
1327 167 3 17
1328 167 13 14
1329 167 17 18
1330 167 19 13
1331 167 49 23
1332 167 98 15
1333 167 106 19
1334 167 134 20
1335 167 139 21
1336 167 140 0
1337 167 142 2
1338 167 146 1
1339 167 147 3
1340 168 1 17
1341 168 9 9
1342 168 12 18
1343 168 31 21
1344 168 32 12
1345 168 48 16
1346 168 49 24
1347 168 64 10
1348 168 83 11
1349 168 97 19
1350 168 99 20
1351 168 112 22
1352 168 129 2
1353 168 134 13
1354 168 145 3
1355 168 151 4
1356 169 29 17
1357 169 34 15
1358 169 36 14
1359 169 60 16
1360 169 66 18
1361 169 72 19
1362 169 74 20
1363 169 89 4
1364 169 109 8
1365 169 127 7
1366 169 131 6
1367 169 134 21
1368 169 142 9
1369 169 151 3
1370 169 154 10
1371 169 156 2
1372 169 157 0
1373 170 31 22
1374 170 33 11
1375 170 50 8
1376 170 53 17
1377 170 71 14
1378 170 75 9
1379 170 78 12
1380 170 117 6
1381 170 121 20
1382 170 126 3
1383 170 141 19
1384 170 151 5
1385 170 159 4
1386 171 29 18
1387 171 50 9
1388 171 63 16
1389 171 65 19
1390 171 67 14
1391 171 77 11
1392 171 90 17
1393 171 93 15
1394 171 101 5
1395 171 105 7
1396 171 143 4
1397 171 145 2
1398 172 1 18
1399 172 7 12
1400 172 15 20
1401 172 22 17
1402 172 29 19
1403 172 34 16
1404 172 42 14
1405 172 43 21
1406 172 57 22
1407 172 73 13
1408 172 75 11
1409 172 87 23
1410 172 95 15
1411 172 97 24
1412 172 101 25
1413 172 127 4
1414 172 151 6
1415 172 162 0
1416 172 163 2
1417 172 165 7
1418 173 20 25
1419 173 22 18
1420 173 37 24
1421 173 43 17
1422 173 55 19
1423 173 65 20
1424 173 73 12
1425 173 77 13
1426 173 78 11
1427 173 83 10
1428 173 84 16
1429 173 85 21
1430 173 95 14
1431 173 126 7
1432 173 131 9
1433 173 148 4
1434 173 172 1
1435 174 5 16
1436 174 8 18
1437 174 11 12
1438 174 21 9
1439 174 22 19
1440 174 26 23
1441 174 28 13
1442 174 29 20
1443 174 36 15
1444 174 46 22
1445 174 48 21
1446 174 52 17
1447 174 59 10
1448 174 83 14
1449 174 85 24
1450 174 91 8
1451 174 94 25
1452 174 101 26
1453 174 117 27
1454 174 122 28
1455 174 125 29
1456 174 128 3
1457 174 129 4
1458 174 135 6
1459 174 140 2
1460 174 143 5
1461 174 152 30
1462 174 153 1
1463 174 157 31
1464 174 165 32
1465 174 167 7
1466 174 169 11
1467 175 3 18
1468 175 6 15
1469 175 22 20
1470 175 31 23
1471 175 37 25
1472 175 45 6
1473 175 58 13
1474 175 60 17
1475 175 99 19
1476 175 116 21
1477 175 118 10
1478 175 122 8
1479 175 141 9
1480 175 148 24
1481 175 155 3
1482 175 162 1
1483 176 11 13
1484 176 14 24
1485 176 31 25
1486 176 38 16
1487 176 42 15
1488 176 58 14
1489 176 60 18
1490 176 64 11
1491 176 73 19
1492 176 81 10
1493 176 84 17
1494 176 89 5
1495 176 91 9
1496 176 102 12
1497 176 120 7
1498 176 129 6
1499 176 133 0
1500 176 138 2
1501 176 139 26
1502 176 156 4
1503 176 161 8
1504 176 162 3
1505 176 166 27
1506 176 168 1
1507 177 8 19
1508 177 17 16
1509 177 71 17
1510 177 81 14
1511 177 85 13
1512 177 116 18
1513 177 122 20
1514 177 128 5
1515 177 153 2
1516 177 156 10
1517 177 159 3
1518 177 160 1
1519 178 11 14
1520 178 31 24
1521 178 34 17
1522 178 35 16
1523 178 37 26
1524 178 41 13
1525 178 57 20
1526 178 67 15
1527 178 71 18
1528 178 80 19
1529 178 81 21
1530 178 88 12
1531 178 108 8
1532 178 113 5
1533 178 119 11
1534 178 124 6
1535 178 130 22
1536 178 140 3
1537 178 147 9
1538 178 154 25
1539 179 3 19
1540 179 4 15
1541 179 42 17
1542 179 45 7
1543 179 67 18
1544 179 82 12
1545 179 85 20
1546 179 88 13
1547 179 99 21
1548 179 100 22
1549 179 101 16
1550 179 115 9
1551 179 123 23
1552 179 152 2
1553 179 168 0
1554 180 30 10
1555 180 33 12
1556 180 36 17
1557 180 78 16
1558 180 89 8
1559 180 105 13
1560 180 109 11
1561 180 110 15
1562 180 129 19
1563 180 138 3
1564 180 140 5
1565 180 153 4
1566 180 155 6
1567 180 159 9
1568 180 165 26
1569 180 166 2
1570 181 4 16
1571 181 9 10
1572 181 11 15
1573 181 19 14
1574 181 24 17
1575 181 30 13
1576 181 40 18
1577 181 45 8
1578 181 55 20
1579 181 63 19
1580 181 76 9
1581 181 107 21
1582 181 110 22
1583 181 121 23
1584 181 129 24
1585 181 131 12
1586 181 148 6
1587 181 153 7
1588 181 171 0
1589 181 177 4
1590 182 1 19
1591 182 6 17
1592 182 69 15
1593 182 76 10
1594 182 77 12
1595 182 88 14
1596 182 92 5
1597 182 96 16
1598 182 97 20
1599 182 98 18
1600 182 100 21
1601 182 116 22
1602 182 128 7
1603 182 131 23
1604 182 140 24
1605 182 160 4
1606 182 169 1
1607 182 181 2
1608 183 8 20
1609 183 13 16
1610 183 18 18
1611 183 30 15
1612 183 38 19
1613 183 65 22
1614 183 89 11
1615 183 99 17
1616 183 113 8
1617 183 116 23
1618 183 118 24
1619 183 120 25
1620 183 123 13
1621 183 144 6
1622 183 156 12
1623 183 160 7
1624 184 5 17
1625 184 9 11
1626 184 52 16
1627 184 61 18
1628 184 71 19
1629 184 77 14
1630 184 81 15
1631 184 83 20
1632 184 93 22
1633 184 108 9
1634 184 109 21
1635 184 111 7
1636 184 143 8
1637 184 154 24
1638 185 27 20
1639 185 47 17
1640 185 53 18
1641 185 72 16
1642 185 77 15
1643 185 87 14
1644 185 101 13
1645 185 104 11
1646 185 119 19
1647 185 142 7
1648 185 143 21
1649 185 162 2
1650 185 173 0
