# instancia: dsjr500.5
# arestas: 58862
# cores usadas: 388
# tempo total: 19s (19011ms)
# formato: id_aresta  vertice_u  vertice_v  cor
124 24 4 8
125 24 6 13
126 24 8 11
127 24 9 17
128 24 16 6
129 24 17 7
130 24 18 10
131 24 19 12
132 24 22 1
133 24 23 20
134 25 2 10
135 25 4 11
136 25 6 14
137 25 8 8
138 25 9 18
139 25 16 9
140 25 17 6
141 25 19 15
142 25 22 17
143 25 24 0
144 26 1 13
145 26 2 11
146 26 3 9
147 26 4 10
148 26 6 15
149 26 8 12
150 26 9 19
151 26 10 8
152 26 13 16
153 26 16 14
154 26 18 17
155 26 19 18
156 26 20 3
157 26 22 20
158 26 23 1
159 26 24 2
160 26 25 4
161 27 1 14
162 27 3 10
163 27 7 11
164 27 10 15
165 27 13 12
166 27 15 8
167 27 18 13
168 27 20 16
169 27 21 0
170 28 1 15
171 28 2 12
172 28 3 11
173 28 6 16
174 28 10 14
175 28 13 10
176 28 15 9
177 28 18 18
178 28 19 17
179 28 20 13
180 28 22 19
181 28 23 7
182 28 26 0
183 28 27 1
184 29 5 6
185 29 8 9
186 29 9 20
187 29 11 5
188 29 12 4
189 29 14 7
190 29 17 8
191 30 5 7
192 30 8 13
193 30 12 5
194 30 14 8
195 30 17 9
196 30 29 0
197 31 1 16
198 31 5 8
199 31 7 12
200 31 11 9
201 31 12 6
202 31 13 13
203 31 14 10
204 31 15 11
205 31 21 1
206 31 23 21
207 31 29 2
208 32 1 17
209 32 3 12
210 32 6 18
211 32 7 14
212 32 9 21
213 32 10 16
214 32 13 15
215 32 15 10
216 32 18 11
217 32 19 19
218 32 20 20
219 32 21 2
220 32 22 22
221 32 23 23
222 32 26 5
223 32 27 3
224 32 28 4
225 33 1 18
226 33 5 9
227 33 6 17
228 33 7 15
229 33 8 14
230 33 9 22
231 33 10 19
232 33 11 8
233 33 12 7
234 33 13 20
235 33 14 11
236 33 15 12
237 33 18 21
238 33 19 16
239 33 20 23
240 33 21 5
241 33 22 24
242 33 23 26
243 33 26 6
244 33 29 1
245 33 31 0
246 33 32 13
247 34 1 19
248 34 2 13
249 34 3 14
250 34 4 12
251 34 6 20
252 34 9 23
253 34 10 17
254 34 18 15
255 34 19 21
256 34 20 11
257 34 22 18
258 34 23 22
259 34 24 3
260 34 25 1
261 34 26 7
262 34 28 2
263 34 32 0
264 35 5 10
265 35 6 19
266 35 7 16
267 35 8 15
268 35 9 24
269 35 11 11
270 35 12 8
271 35 14 12
272 35 16 13
273 35 17 14
274 35 22 21
275 35 23 27
276 35 26 22
277 35 29 3
278 35 30 1
279 35 31 4
280 35 33 2
281 36 1 20
282 36 5 11
283 36 7 17
284 36 9 25
285 36 10 18
286 36 11 10
287 36 12 9
288 36 13 19
289 36 14 13
290 36 15 16
291 36 21 6
292 36 22 23
293 36 23 28
294 36 29 12
295 36 31 3
296 36 32 1
297 36 33 4
298 36 35 0
299 37 1 21
300 37 5 12
301 37 7 18
302 37 9 26
303 37 10 20
304 37 11 13
305 37 12 10
306 37 13 17
307 37 14 14
308 37 15 19
309 37 21 8
310 37 23 29
311 37 29 11
312 37 31 5
313 37 33 3
314 37 35 6
315 37 36 2
316 38 7 19
317 38 11 12
318 38 13 18
319 38 15 13
320 38 21 14
321 38 31 7
322 38 33 10
323 38 36 5
324 38 37 0
325 39 5 13
326 39 7 20
327 39 11 14
328 39 13 21
329 39 14 15
330 39 15 17
331 39 21 12
332 39 31 18
333 39 33 25
334 39 36 7
335 39 37 1
336 39 38 2
337 40 1 22
338 40 3 13
339 40 10 21
340 40 13 23
341 40 15 18
342 40 18 14
343 40 20 15
344 40 22 25
345 40 23 30
346 40 26 24
347 40 27 2
348 40 28 3
349 40 32 6
350 40 34 4
351 41 1 23
352 41 7 21
353 41 10 22
354 41 11 15
355 41 13 24
356 41 15 20
357 41 20 17
358 41 21 13
359 41 27 4
360 41 31 14
361 41 32 7
362 41 33 27
363 41 36 8
364 41 37 9
365 41 38 1
366 41 39 0
367 41 40 5
368 42 1 24
369 42 2 14
370 42 3 15
371 42 4 13
372 42 6 21
373 42 10 23
374 42 18 20
375 42 19 22
376 42 20 18
377 42 22 26
378 42 23 31
379 42 24 4
380 42 26 25
381 42 27 5
382 42 28 6
383 42 32 8
384 42 34 9
385 42 40 0
386 43 5 14
387 43 6 22
388 43 8 16
389 43 9 27
390 43 12 11
391 43 14 17
392 43 16 8
393 43 17 10
394 43 22 28
395 43 23 32
396 43 24 5
397 43 29 13
398 43 30 2
399 43 33 29
400 43 35 7
401 44 1 25
402 44 7 22
403 44 10 24
404 44 11 16
405 44 13 26
406 44 14 18
407 44 15 21
408 44 20 19
409 44 21 15
410 44 23 34
411 44 27 6
412 44 31 17
413 44 32 9
414 44 33 28
415 44 36 14
416 44 37 4
417 44 38 3
418 44 39 5
419 44 41 2
420 45 1 26
421 45 2 15
422 45 3 16
423 45 4 14
424 45 6 23
425 45 9 28
426 45 10 25
427 45 13 22
428 45 18 24
429 45 19 20
430 45 20 21
431 45 22 27
432 45 23 36
433 45 24 18
434 45 25 2
435 45 26 29
436 45 27 7
437 45 28 5
438 45 32 30
439 45 33 31
440 45 34 6
441 45 40 1
442 45 42 3
443 46 5 15
444 46 7 23
445 46 8 17
446 46 9 29
447 46 11 18
448 46 12 12
449 46 14 16
450 46 17 13
451 46 23 37
452 46 29 10
453 46 30 3
454 46 31 19
455 46 33 30
456 46 35 5
457 46 36 21
458 46 37 7
459 46 38 4
460 46 39 6
461 46 43 0
462 46 44 1
463 47 1 27
464 47 7 24
465 47 11 17
466 47 13 25
467 47 15 22
468 47 21 16
469 47 31 15
470 47 36 26
471 47 37 23
472 47 38 6
473 47 39 3
474 47 41 10
475 47 44 0
476 48 1 28
477 48 3 17
478 48 6 24
479 48 7 25
480 48 9 30
481 48 10 26
482 48 11 19
483 48 13 27
484 48 15 23
485 48 18 22
486 48 20 29
487 48 21 18
488 48 22 31
489 48 23 38
490 48 26 21
491 48 27 9
492 48 28 8
493 48 31 20
494 48 32 32
495 48 33 33
496 48 36 15
497 48 37 16
498 48 38 11
499 48 39 4
500 48 40 7
501 48 41 3
502 48 42 1
503 48 44 10
504 48 45 0
505 48 47 2
506 49 1 29
507 49 5 16
508 49 6 25
509 49 7 26
510 49 9 31
511 49 10 27
512 49 11 20
513 49 12 13
514 49 13 28
515 49 14 19
516 49 15 24
517 49 20 22
518 49 21 17
519 49 22 30
520 49 23 39
521 49 26 23
522 49 29 14
523 49 31 32
524 49 32 33
525 49 33 34
526 49 35 9
527 49 36 35
528 49 37 15
529 49 38 8
530 49 39 10
531 49 41 6
532 49 43 1
533 49 44 7
534 49 46 2
535 49 47 4
536 49 48 5
537 50 1 30
538 50 2 16
539 50 3 18
540 50 4 15
541 50 6 26
542 50 8 19
543 50 9 32
544 50 10 28
545 50 16 11
546 50 18 23
547 50 19 14
548 50 20 24
549 50 22 29
550 50 23 40
551 50 24 21
552 50 25 3
553 50 26 27
554 50 28 20
555 50 32 25
556 50 33 35
557 50 34 5
558 50 40 8
559 50 42 2
560 50 45 4
561 50 48 6
562 51 1 31
563 51 5 17
564 51 7 27
565 51 10 29
566 51 11 21
567 51 12 14
568 51 13 30
569 51 14 20
570 51 15 25
571 51 21 19
572 51 23 41
573 51 29 15
574 51 31 22
575 51 33 32
576 51 35 18
577 51 36 24
578 51 37 28
579 51 38 9
580 51 39 8
581 51 41 11
582 51 44 12
583 51 46 26
584 51 47 1
585 51 48 13
586 51 49 0
587 52 5 18
588 52 8 20
589 52 9 33
590 52 12 15
591 52 14 21
592 52 16 12
593 52 17 16
594 52 29 17
595 52 30 4
596 52 35 23
597 52 43 3
598 52 46 8
599 53 2 17
600 53 4 16
601 53 6 27
602 53 8 18
603 53 9 34
604 53 16 15
605 53 18 25
606 53 19 23
607 53 22 32
608 53 23 42
609 53 24 14
610 53 25 5
611 53 26 26
612 53 34 8
613 53 42 7
614 53 45 9
615 53 50 0
616 54 5 19
617 54 11 22
618 54 12 16
619 54 14 23
620 54 17 12
621 54 29 18
622 54 30 6
623 54 31 24
624 54 33 36
625 54 35 17
626 54 36 27
627 54 37 25
628 54 39 9
629 54 43 4
630 54 46 11
631 54 49 3
632 54 51 2
633 54 52 0
634 55 1 32
635 55 7 28
636 55 11 23
637 55 13 29
638 55 15 26
639 55 21 20
640 55 31 25
641 55 33 37
642 55 36 22
643 55 37 24
644 55 38 15
645 55 39 11
646 55 41 12
647 55 44 8
648 55 47 5
649 55 48 14
650 55 49 18
651 55 51 3
652 56 1 33
653 56 3 19
654 56 6 28
655 56 10 30
656 56 13 31
657 56 18 26
658 56 19 24
659 56 20 25
660 56 22 34
661 56 26 32
662 56 27 17
663 56 28 21
664 56 32 27
665 56 34 10
666 56 40 9
667 56 42 11
668 56 45 8
669 56 48 12
670 56 50 1
671 57 1 34
672 57 5 20
673 57 6 29
674 57 7 30
675 57 8 21
676 57 9 35
677 57 10 31
678 57 11 24
679 57 13 32
680 57 14 22
681 57 15 27
682 57 18 28
683 57 19 25
684 57 20 26
685 57 21 23
686 57 22 33
687 57 23 43
688 57 26 36
689 57 27 18
690 57 28 37
691 57 31 38
692 57 32 39
693 57 33 40
694 57 34 16
695 57 35 41
696 57 36 42
697 57 37 44
698 57 39 19
699 57 41 45
700 57 42 10
701 57 43 6
702 57 44 11
703 57 45 12
704 57 46 9
705 57 48 46
706 57 49 47
707 57 50 7
708 57 51 4
709 58 1 35
710 58 3 20
711 58 7 29
712 58 10 32
713 58 13 33
714 58 15 28
715 58 18 27
716 58 20 30
717 58 21 21
718 58 22 36
719 58 23 44
720 58 27 19
721 58 28 22
722 58 32 24
723 58 33 38
724 58 40 10
725 58 41 16
726 58 42 12
727 58 44 13
728 58 45 11
729 58 47 7
730 58 48 34
731 58 49 37
732 58 55 0
733 58 56 2
734 58 57 1
735 59 1 36
736 59 3 21
737 59 6 30
738 59 10 33
739 59 13 34
740 59 15 29
741 59 18 31
742 59 20 27
743 59 22 35
744 59 23 45
745 59 26 28
746 59 27 20
747 59 28 23
748 59 32 26
749 59 34 24
750 59 40 11
751 59 41 18
752 59 42 16
753 59 45 10
754 59 48 37
755 59 50 9
756 59 56 0
757 59 57 2
758 59 58 3
759 60 1 37
760 60 3 22
761 60 7 31
762 60 10 34
763 60 11 25
764 60 13 35
765 60 15 30
766 60 18 29
767 60 20 28
768 60 21 24
769 60 22 38
770 60 23 46
771 60 27 21
772 60 28 26
773 60 31 23
774 60 32 36
775 60 33 39
776 60 36 32
777 60 37 27
778 60 38 16
779 60 39 33
780 60 40 12
781 60 41 19
782 60 44 20
783 60 47 8
784 60 48 40
785 60 49 11
786 60 51 5
787 60 55 1
788 60 57 0
789 60 58 4
790 60 59 6
791 61 1 38
792 61 5 21
793 61 7 32
794 61 9 36
795 61 10 35
796 61 11 26
797 61 13 37
798 61 14 24
799 61 15 31
800 61 20 33
801 61 21 22
802 61 22 39
803 61 23 47
804 61 29 16
805 61 31 27
806 61 32 28
807 61 33 41
808 61 35 20
809 61 36 29
810 61 37 30
811 61 38 17
812 61 39 23
813 61 41 25
814 61 44 40
815 61 46 14
816 61 47 9
817 61 48 42
818 61 49 12
819 61 51 6
820 61 54 1
821 61 55 2
822 61 57 3
823 61 58 5
824 61 60 7
825 62 1 39
826 62 2 18
827 62 3 23
828 62 6 31
829 62 7 33
830 62 9 37
831 62 10 36
832 62 13 38
833 62 15 32
834 62 18 30
835 62 19 26
836 62 20 34
837 62 22 40
838 62 23 48
839 62 24 15
840 62 26 35
841 62 27 22
842 62 28 24
843 62 32 29
844 62 33 42
845 62 34 25
846 62 35 28
847 62 36 41
848 62 40 16
849 62 41 43
850 62 42 17
851 62 44 27
852 62 45 13
853 62 48 44
854 62 49 21
855 62 50 10
856 62 53 1
857 62 56 3
858 62 57 5
859 62 58 6
860 62 59 4
861 62 60 2
862 62 61 0
863 63 1 40
864 63 5 22
865 63 6 32
866 63 7 34
867 63 8 23
868 63 9 38
869 63 10 37
870 63 11 27
871 63 12 17
872 63 13 36
873 63 14 25
874 63 15 33
875 63 16 16
876 63 17 15
877 63 18 35
878 63 19 28
879 63 20 31
880 63 22 41
881 63 23 49
882 63 24 19
883 63 26 30
884 63 29 21
885 63 31 26
886 63 32 42
887 63 33 43
888 63 34 29
889 63 35 39
890 63 36 44
891 63 37 45
892 63 39 24
893 63 43 9
894 63 44 46
895 63 45 47
896 63 46 20
897 63 48 48
898 63 49 51
899 63 50 12
900 63 51 7
901 63 52 1
902 63 53 2
903 63 54 5
904 63 57 8
905 63 60 3
906 63 61 4
907 63 62 11
908 64 5 23
909 64 11 28
910 64 12 18
911 64 14 26
912 64 17 17
913 64 29 19
914 64 30 10
915 64 31 29
916 64 35 25
917 64 37 22
918 64 43 12
919 64 46 24
920 64 52 2
921 64 54 7
922 65 1 41
923 65 3 24
924 65 6 33
925 65 7 35
926 65 9 39
927 65 10 38
928 65 13 40
929 65 15 34
930 65 18 32
931 65 19 27
932 65 20 36
933 65 21 25
934 65 22 37
935 65 23 50
936 65 26 31
937 65 27 23
938 65 28 28
939 65 32 43
940 65 33 44
941 65 34 26
942 65 36 30
943 65 40 17
944 65 41 29
945 65 42 19
946 65 44 42
947 65 45 45
948 65 48 47
949 65 49 46
950 65 50 13
951 65 56 4
952 65 57 14
953 65 58 8
954 65 59 1
955 65 60 9
956 65 61 10
957 65 62 7
958 65 63 0
959 66 1 42
960 66 3 25
961 66 7 36
962 66 9 40
963 66 10 39
964 66 11 29
965 66 13 41
966 66 15 35
967 66 18 33
968 66 20 32
969 66 21 26
970 66 22 43
971 66 23 51
972 66 26 34
973 66 27 24
974 66 28 27
975 66 31 28
976 66 32 31
977 66 33 45
978 66 36 37
979 66 37 38
980 66 38 20
981 66 39 16
982 66 40 19
983 66 41 30
984 66 44 23
985 66 45 17
986 66 47 11
987 66 48 49
988 66 49 44
989 66 51 10
990 66 55 4
991 66 57 13
992 66 58 9
993 66 59 5
994 66 60 14
995 66 61 8
996 66 62 12
997 66 63 6
998 66 65 2
999 67 1 43
1000 67 2 19
1001 67 3 26
1002 67 6 34
1003 67 10 40
1004 67 13 39
1005 67 15 36
1006 67 18 37
1007 67 19 29
1008 67 20 35
1009 67 22 42
1010 67 23 52
1011 67 26 33
1012 67 27 25
1013 67 28 30
1014 67 32 38
1015 67 34 27
1016 67 40 20
1017 67 42 28
1018 67 45 32
1019 67 48 41
1020 67 50 17
1021 67 53 3
1022 67 56 5
1023 67 57 15
1024 67 58 14
1025 67 59 7
1026 67 60 10
1027 67 62 8
1028 67 65 6
1029 67 66 0
1030 68 5 24
1031 68 7 37
1032 68 11 30
1033 68 12 19
1034 68 13 42
1035 68 14 27
1036 68 15 38
1037 68 21 28
1038 68 29 22
1039 68 31 31
1040 68 33 46
1041 68 35 26
1042 68 36 33
1043 68 37 32
1044 68 38 21
1045 68 39 29
1046 68 41 34
1047 68 44 35
1048 68 46 25
1049 68 47 12
1050 68 48 36
1051 68 49 40
1052 68 51 16
1053 68 54 8
1054 68 55 6
1055 68 57 17
1056 68 60 13
1057 68 61 11
1058 68 63 10
1059 68 66 1
1060 69 1 44
1061 69 2 20
1062 69 3 27
1063 69 6 35
1064 69 10 41
1065 69 13 43
1066 69 18 34
1067 69 19 30
1068 69 20 37
1069 69 22 45
1070 69 26 38
1071 69 27 26
1072 69 28 25
1073 69 32 40
1074 69 34 28
1075 69 40 29
1076 69 42 32
1077 69 45 19
1078 69 48 39
1079 69 50 22
1080 69 56 6
1081 69 58 15
1082 69 59 8
1083 69 60 17
1084 69 62 9
1085 69 65 3
1086 69 66 7
1087 69 67 1
1088 70 2 21
1089 70 4 17
1090 70 6 36
1091 70 8 22
1092 70 9 41
1093 70 16 19
1094 70 17 18
1095 70 19 31
1096 70 22 44
1097 70 23 53
1098 70 24 16
1099 70 25 7
1100 70 26 37
1101 70 34 30
1102 70 43 15
1103 70 45 33
1104 70 50 34
1105 70 53 4
1106 70 63 13
1107 71 2 22
1108 71 4 18
1109 71 6 37
1110 71 8 24
1111 71 9 42
1112 71 16 17
1113 71 19 32
1114 71 22 46
1115 71 24 23
1116 71 25 12
1117 71 26 39
1118 71 34 31
1119 71 42 27
1120 71 45 34
1121 71 50 33
1122 71 53 6
1123 71 70 0
1124 72 1 45
1125 72 3 28
1126 72 6 38
1127 72 7 39
1128 72 9 43
1129 72 10 42
1130 72 13 44
1131 72 15 37
1132 72 18 36
1133 72 19 33
1134 72 20 40
1135 72 21 27
1136 72 22 47
1137 72 23 54
1138 72 26 41
1139 72 27 29
1140 72 28 31
1141 72 32 34
1142 72 33 48
1143 72 34 32
1144 72 40 26
1145 72 41 35
1146 72 42 30
1147 72 44 49
1148 72 45 46
1149 72 48 50
1150 72 49 52
1151 72 50 51
1152 72 56 7
1153 72 57 53
1154 72 58 17
1155 72 59 12
1156 72 60 15
1157 72 61 13
1158 72 62 14
1159 72 63 18
1160 72 65 5
1161 72 66 3
1162 72 67 2
1163 72 69 0
1164 73 1 46
1165 73 2 23
1166 73 3 29
1167 73 4 19
1168 73 6 39
1169 73 8 25
1170 73 9 44
1171 73 10 43
1172 73 13 45
1173 73 16 20
1174 73 18 38
1175 73 19 34
1176 73 20 41
1177 73 22 48
1178 73 23 55
1179 73 24 22
1180 73 25 13
1181 73 26 40
1182 73 28 32
1183 73 32 35
1184 73 33 47
1185 73 34 33
1186 73 35 30
1187 73 40 27
1188 73 42 36
1189 73 45 37
1190 73 48 51
1191 73 49 42
1192 73 50 31
1193 73 53 10
1194 73 56 14
1195 73 57 49
1196 73 59 15
1197 73 61 18
1198 73 62 50
1199 73 63 52
1200 73 65 11
1201 73 66 21
1202 73 67 4
1203 73 69 2
1204 73 70 1
1205 73 71 3
1206 73 72 6
1207 74 1 47
1208 74 5 25
1209 74 6 40
1210 74 7 38
1211 74 8 26
1212 74 9 45
1213 74 10 44
1214 74 11 31
1215 74 12 20
1216 74 14 28
1217 74 16 21
1218 74 17 19
1219 74 22 49
1220 74 23 57
1221 74 26 42
1222 74 29 23
1223 74 30 11
1224 74 31 30
1225 74 33 50
1226 74 35 29
1227 74 36 34
1228 74 37 33
1229 74 39 22
1230 74 43 18
1231 74 46 27
1232 74 49 36
1233 74 50 37
1234 74 51 35
1235 74 52 5
1236 74 54 10
1237 74 57 51
1238 74 61 15
1239 74 62 46
1240 74 63 14
1241 74 64 0
1242 74 68 2
1243 74 70 3
1244 74 73 7
1245 75 1 48
1246 75 5 26
1247 75 7 40
1248 75 9 46
1249 75 10 45
1250 75 11 32
1251 75 12 21
1252 75 13 47
1253 75 14 29
1254 75 15 39
1255 75 21 30
1256 75 22 50
1257 75 23 58
1258 75 29 24
1259 75 31 33
1260 75 32 37
1261 75 33 49
1262 75 35 31
1263 75 36 36
1264 75 37 34
1265 75 38 22
1266 75 39 27
1267 75 41 28
1268 75 44 38
1269 75 46 35
1270 75 47 13
1271 75 48 43
1272 75 49 41
1273 75 51 23
1274 75 52 6
1275 75 54 14
1276 75 55 7
1277 75 57 52
1278 75 60 18
1279 75 61 19
1280 75 62 20
1281 75 63 53
1282 75 64 1
1283 75 65 12
1284 75 66 15
1285 75 68 0
1286 75 74 4
1287 76 1 49
1288 76 7 41
1289 76 10 46
1290 76 11 33
1291 76 13 48
1292 76 14 30
1293 76 15 40
1294 76 21 29
1295 76 31 34
1296 76 32 44
1297 76 33 51
1298 76 36 31
1299 76 37 35
1300 76 38 23
1301 76 39 26
1302 76 41 32
1303 76 44 36
1304 76 46 22
1305 76 47 14
1306 76 48 45
1307 76 49 38
1308 76 51 37
1309 76 55 9
1310 76 57 50
1311 76 58 18
1312 76 60 42
1313 76 61 43
1314 76 62 19
1315 76 63 54
1316 76 65 15
1317 76 66 47
1318 76 68 3
1319 76 72 1
1320 76 75 2
1321 77 1 50
1322 77 5 27
1323 77 6 41
1324 77 7 42
1325 77 8 29
1326 77 9 47
1327 77 10 48
1328 77 11 34
1329 77 13 46
1330 77 14 31
1331 77 15 43
1332 77 16 23
1333 77 17 20
1334 77 18 40
1335 77 19 35
1336 77 20 38
1337 77 21 32
1338 77 22 51
1339 77 23 59
1340 77 26 44
1341 77 27 30
1342 77 28 33
1343 77 29 25
1344 77 31 36
1345 77 32 49
1346 77 33 52
1347 77 34 37
1348 77 35 53
1349 77 36 54
1350 77 37 55
1351 77 39 56
1352 77 41 57
1353 77 43 19
1354 77 44 58
1355 77 45 60
1356 77 46 62
1357 77 48 63
1358 77 49 64
1359 77 50 65
1360 77 51 66
1361 77 53 11
1362 77 57 68
1363 77 58 67
1364 77 59 13
1365 77 60 69
1366 77 61 70
1367 77 62 71
1368 77 63 72
1369 77 65 16
1370 77 66 18
1371 77 67 9
1372 77 68 4
1373 77 72 8
1374 77 73 0
1375 77 74 1
1376 77 75 3
1377 77 76 5
1378 78 1 51
1379 78 2 24
1380 78 3 30
1381 78 6 42
1382 78 10 47
1383 78 13 49
1384 78 18 39
1385 78 19 36
1386 78 20 43
1387 78 22 52
1388 78 26 45
1389 78 27 27
1390 78 28 29
1391 78 32 41
1392 78 34 34
1393 78 40 28
1394 78 42 33
1395 78 45 35
1396 78 48 53
1397 78 50 38
1398 78 56 13
1399 78 58 23
1400 78 59 14
1401 78 62 54
1402 78 65 18
1403 78 67 11
1404 78 69 4
1405 78 72 9
1406 78 73 5
1407 79 7 43
1408 79 11 35
1409 79 13 50
1410 79 15 41
1411 79 21 31
1412 79 31 37
1413 79 36 38
1414 79 37 36
1415 79 38 24
1416 79 39 28
1417 79 41 26
1418 79 44 29
1419 79 47 18
1420 79 51 33
1421 79 55 10
1422 79 60 44
1423 79 61 34
1424 79 66 22
1425 79 68 5
1426 79 75 8
1427 79 76 0
1428 80 2 25
1429 80 4 20
1430 80 6 43
1431 80 8 27
1432 80 9 48
1433 80 16 22
1434 80 17 21
1435 80 19 37
1436 80 22 53
1437 80 24 24
1438 80 25 16
1439 80 26 46
1440 80 43 23
1441 80 50 36
1442 80 53 12
1443 80 70 2
1444 80 71 1
1445 80 73 8
1446 81 1 52
1447 81 2 26
1448 81 3 31
1449 81 4 21
1450 81 6 44
1451 81 9 49
1452 81 10 50
1453 81 13 51
1454 81 15 42
1455 81 18 41
1456 81 19 38
1457 81 20 39
1458 81 22 54
1459 81 23 60
1460 81 24 25
1461 81 26 43
1462 81 27 28
1463 81 28 34
1464 81 32 45
1465 81 33 53
1466 81 34 35
1467 81 40 32
1468 81 42 29
1469 81 45 40
1470 81 48 55
1471 81 50 46
1472 81 53 13
1473 81 56 15
1474 81 57 56
1475 81 58 47
1476 81 59 17
1477 81 60 48
1478 81 62 57
1479 81 63 58
1480 81 65 20
1481 81 66 59
1482 81 67 12
1483 81 69 5
1484 81 72 4
1485 81 73 9
1486 81 77 2
1487 81 78 0
1488 82 4 22
1489 82 5 28
1490 82 6 45
1491 82 8 30
1492 82 9 50
1493 82 10 49
1494 82 12 23
1495 82 14 32
1496 82 16 24
1497 82 17 25
1498 82 19 39
1499 82 22 55
1500 82 23 61
1501 82 24 26
1502 82 25 19
1503 82 26 47
1504 82 29 27
1505 82 30 12
1506 82 33 54
1507 82 35 33
1508 82 36 40
1509 82 37 31
1510 82 43 20
1511 82 46 34
1512 82 49 43
1513 82 50 41
1514 82 52 7
1515 82 53 21
1516 82 54 13
1517 82 57 57
1518 82 61 44
1519 82 62 51
1520 82 63 56
1521 82 64 3
1522 82 70 5
1523 82 73 16
1524 82 74 6
1525 82 75 9
1526 82 77 10
1527 82 80 0
1528 83 1 53
1529 83 2 27
1530 83 3 32
1531 83 6 46
1532 83 10 51
1533 83 13 52
1534 83 15 44
1535 83 18 42
1536 83 19 40
1537 83 20 45
1538 83 22 56
1539 83 23 62
1540 83 26 48
1541 83 27 31
1542 83 28 35
1543 83 32 47
1544 83 34 36
1545 83 40 33
1546 83 42 34
1547 83 45 38
1548 83 48 54
1549 83 50 39
1550 83 53 19
1551 83 56 16
1552 83 57 55
1553 83 58 25
1554 83 59 22
1555 83 60 41
1556 83 62 49
1557 83 65 21
1558 83 66 50
1559 83 67 13
1560 83 69 10
1561 83 72 11
1562 83 73 12
1563 83 78 1
1564 83 81 3
1565 84 1 54
1566 84 2 28
1567 84 3 33
1568 84 4 23
1569 84 6 47
1570 84 7 44
1571 84 8 31
1572 84 9 51
1573 84 10 53
1574 84 13 56
1575 84 14 34
1576 84 15 45
1577 84 16 25
1578 84 18 43
1579 84 19 41
1580 84 20 42
1581 84 22 57
1582 84 23 63
1583 84 24 27
1584 84 26 49
1585 84 27 32
1586 84 28 36
1587 84 31 35
1588 84 32 46
1589 84 33 58
1590 84 34 38
1591 84 35 37
1592 84 36 39
1593 84 37 48
1594 84 40 50
1595 84 41 59
1596 84 42 60
1597 84 43 21
1598 84 44 30
1599 84 45 61
1600 84 46 64
1601 84 48 62
1602 84 49 65
1603 84 50 66
1604 84 51 67
1605 84 53 20
1606 84 57 69
1607 84 58 26
1608 84 59 19
1609 84 60 68
1610 84 61 71
1611 84 62 70
1612 84 63 73
1613 84 65 22
1614 84 66 72
1615 84 67 16
1616 84 69 11
1617 84 72 10
1618 84 73 17
1619 84 74 8
1620 84 75 5
1621 84 76 4
1622 84 77 6
1623 84 81 1
1624 84 82 2
1625 84 83 0
1626 85 1 55
1627 85 3 34
1628 85 6 48
1629 85 7 45
1630 85 10 52
1631 85 13 53
1632 85 15 46
1633 85 18 44
1634 85 20 47
1635 85 21 33
1636 85 22 58
1637 85 23 64
1638 85 26 50
1639 85 27 35
1640 85 28 38
1641 85 32 51
1642 85 33 56
1643 85 34 39
1644 85 36 43
1645 85 40 31
1646 85 41 36
1647 85 42 37
1648 85 44 32
1649 85 45 41
1650 85 47 19
