# instancia: dsjr500.1c
# arestas: 121275
# cores usadas: 642
# tempo total: 148s (148603ms)
# formato: id_aresta  vertice_u  vertice_v  cor
186 21 5 20
187 21 6 18
188 21 7 21
189 21 8 12
190 21 9 22
191 21 10 23
192 21 11 24
193 21 12 25
194 21 13 26
195 21 14 27
196 21 15 28
197 21 16 7
198 21 17 6
199 21 18 8
200 21 19 1
201 21 20 2
202 22 1 16
203 22 2 17
204 22 3 18
205 22 4 20
206 22 5 19
207 22 6 15
208 22 7 22
209 22 8 21
210 22 9 23
211 22 10 24
212 22 11 25
213 22 12 26
214 22 13 27
215 22 14 28
216 22 15 29
217 22 16 9
218 22 17 30
219 22 18 6
220 22 19 2
221 22 20 1
222 22 21 0
223 23 1 17
224 23 2 18
225 23 3 19
226 23 4 21
227 23 5 22
228 23 6 20
229 23 7 23
230 23 8 16
231 23 9 24
232 23 10 25
233 23 11 15
234 23 12 27
235 23 13 28
236 23 14 26
237 23 15 30
238 23 16 29
239 23 17 9
240 23 18 7
241 23 19 4
242 23 20 5
243 23 21 3
244 23 22 8
245 24 1 18
246 24 2 19
247 24 3 20
248 24 4 22
249 24 5 21
250 24 6 23
251 24 7 17
252 24 8 24
253 24 9 25
254 24 10 26
255 24 11 16
256 24 12 15
257 24 13 29
258 24 14 30
259 24 15 27
260 24 16 28
261 24 17 31
262 24 19 5
263 24 20 4
264 24 21 9
265 24 22 3
266 24 23 0
267 25 1 19
268 25 2 20
269 25 3 21
270 25 4 23
271 25 5 24
272 25 6 22
273 25 7 25
274 25 8 17
275 25 9 18
276 25 10 27
277 25 11 26
278 25 12 16
279 25 13 30
280 25 14 29
281 25 15 31
282 25 16 32
283 25 17 28
284 25 18 33
285 25 19 9
286 25 20 8
287 25 21 4
288 25 22 5
289 25 23 1
290 25 24 2
291 26 1 20
292 26 2 21
293 26 3 22
294 26 4 24
295 26 5 23
296 26 6 25
297 26 7 26
298 26 8 18
299 26 9 19
300 26 10 28
301 26 11 17
302 26 12 29
303 26 13 16
304 26 14 31
305 26 15 32
306 26 16 27
307 26 17 33
308 26 18 30
309 26 19 34
310 26 20 9
311 26 21 5
312 26 22 4
313 26 23 2
314 26 24 1
315 26 25 0
316 27 1 21
317 27 2 22
318 27 3 23
319 27 4 25
320 27 5 26
321 27 6 24
322 27 7 20
323 27 8 19
324 27 9 27
325 27 10 29
326 27 11 18
327 27 12 17
328 27 13 31
329 27 14 32
330 27 15 33
331 27 16 30
332 27 17 34
333 27 18 28
334 27 19 35
335 27 20 12
336 27 21 10
337 27 22 7
338 27 23 6
339 27 24 8
340 27 25 3
341 27 26 11
342 28 1 22
343 28 2 23
344 28 4 26
345 28 5 25
346 28 6 21
347 28 7 24
348 28 8 20
349 28 9 28
350 28 10 19
351 28 11 27
352 28 12 18
353 28 13 32
354 28 14 33
355 28 15 17
356 28 16 31
357 28 17 29
358 28 18 34
359 28 19 30
360 28 20 35
361 28 21 11
362 28 22 10
363 28 23 12
364 28 24 6
365 28 25 7
366 28 26 3
367 28 27 0
368 29 1 23
369 29 2 24
370 29 3 25
371 29 4 27
372 29 5 28
373 29 6 26
374 29 7 29
375 29 8 22
376 29 9 21
377 29 10 20
378 29 11 30
379 29 12 31
380 29 13 18
381 29 14 19
382 29 15 34
383 29 16 33
384 29 17 32
385 29 18 35
386 29 19 36
387 29 20 37
388 29 21 13
389 29 22 11
390 29 23 10
391 29 24 7
392 29 25 6
393 29 26 8
394 29 28 1
395 30 1 24
396 30 2 25
397 30 3 26
398 30 4 28
399 30 5 27
400 30 6 29
401 30 7 30
402 30 8 23
403 30 9 31
404 30 10 21
405 30 11 32
406 30 12 33
407 30 13 19
408 30 14 18
409 30 15 20
410 30 16 22
411 30 17 35
412 30 18 36
413 30 19 37
414 30 20 34
415 30 21 14
416 30 22 12
417 30 23 11
418 30 24 10
419 30 25 13
420 30 26 6
421 30 27 1
422 30 28 2
423 30 29 0
424 31 1 25
425 31 2 26
426 31 3 24
427 31 4 29
428 31 5 30
429 31 6 27
430 31 7 28
431 31 8 31
432 31 9 32
433 31 10 22
434 31 11 23
435 31 13 20
436 31 14 21
437 31 15 18
438 31 16 19
439 31 17 36
440 31 18 37
441 31 19 33
442 31 20 38
443 31 21 34
444 31 22 13
445 31 23 14
446 31 24 11
447 31 25 10
448 31 26 7
449 31 27 2
450 31 28 4
451 31 29 3
452 31 30 5
453 32 1 26
454 32 2 27
455 32 3 28
456 32 4 30
457 32 5 29
458 32 6 31
459 32 7 32
460 32 8 25
461 32 9 33
462 32 11 34
463 32 12 23
464 32 13 21
465 32 14 20
466 32 15 19
467 32 16 18
468 32 17 22
469 32 18 38
470 32 19 39
471 32 20 36
472 32 21 35
473 32 22 14
474 32 23 13
475 32 24 12
476 32 25 11
477 32 26 10
478 32 27 4
479 32 28 5
480 32 30 3
481 32 31 0
482 33 1 27
483 33 2 28
484 33 3 29
485 33 4 31
486 33 5 32
487 33 6 30
488 33 7 33
489 33 8 26
490 33 9 34
491 33 11 35
492 33 12 24
493 33 13 22
494 33 14 25
495 33 15 21
496 33 16 20
497 33 17 23
498 33 18 39
499 33 19 38
500 33 20 40
501 33 21 36
502 33 22 37
503 33 23 41
504 33 24 13
505 33 25 12
506 33 26 14
507 33 27 5
508 33 28 8
509 33 30 4
510 33 31 1
511 34 1 28
512 34 2 29
513 34 3 27
514 34 4 32
515 34 5 31
516 34 6 33
517 34 7 34
518 34 8 30
519 34 9 26
520 34 10 35
521 34 11 36
522 34 12 37
523 34 13 25
524 34 14 22
525 34 15 23
526 34 16 21
527 34 17 24
528 34 18 40
529 34 19 41
530 34 20 39
531 34 21 38
532 34 22 42
533 34 23 43
534 34 24 14
535 34 25 15
536 34 26 12
537 34 27 9
538 34 28 13
539 34 29 2
540 34 30 7
541 34 31 6
542 34 32 1
543 34 33 0
544 35 2 30
545 35 4 33
546 35 5 34
547 35 6 28
548 35 7 27
549 35 9 29
550 35 10 31
551 35 11 37
552 35 12 32
553 35 13 35
554 35 14 24
555 35 15 22
556 35 16 23
557 35 17 21
558 35 18 25
559 35 19 26
560 35 20 41
561 35 21 39
562 35 22 36
563 35 23 38
564 35 24 40
565 35 25 14
566 35 26 13
567 35 27 15
568 35 29 4
569 35 30 8
570 35 31 9
571 35 32 2
572 35 33 3
573 35 34 5
574 36 1 29
575 36 2 31
576 36 3 30
577 36 4 34
578 36 5 33
579 36 6 32
580 36 7 35
581 36 8 27
582 36 9 36
583 36 10 37
584 36 11 28
585 36 12 38
586 36 13 39
587 36 14 40
588 36 15 24
589 36 16 25
590 36 17 26
591 36 18 21
592 36 19 42
593 36 20 43
594 36 21 41
595 36 22 44
596 36 23 45
597 36 24 46
598 36 25 47
599 36 26 15
600 36 27 13
601 36 28 9
602 36 29 5
603 36 30 16
604 36 31 8
605 36 32 6
606 36 33 2
607 36 34 3
608 36 35 0
609 37 1 30
610 37 2 32
611 37 3 31
612 37 4 35
613 37 5 36
614 37 6 34
615 37 7 37
616 37 8 28
617 37 9 38
618 37 10 33
619 37 11 29
620 37 12 39
621 37 13 40
622 37 14 41
623 37 15 26
624 37 16 24
625 37 17 25
626 37 18 22
627 37 19 27
628 37 20 42
629 37 21 43
630 37 22 45
631 37 23 44
632 37 24 47
633 37 25 46
634 37 26 48
635 37 27 14
636 37 28 15
637 37 29 9
638 37 30 17
639 37 31 12
640 37 32 7
641 37 33 6
642 37 34 4
643 37 35 1
644 38 1 31
645 38 2 33
646 38 3 32
647 38 4 36
648 38 5 35
649 38 6 37
650 38 7 38
651 38 8 29
652 38 9 30
653 38 11 39
654 38 12 28
655 38 13 34
656 38 14 42
657 38 15 40
658 38 16 26
659 38 17 27
660 38 18 23
661 38 19 25
662 38 20 44
663 38 21 45
664 38 22 41
665 38 23 46
666 38 24 43
667 38 25 48
668 38 26 47
669 38 27 16
670 38 28 14
671 38 29 12
672 38 30 9
673 38 31 15
674 38 32 8
675 38 34 10
676 38 35 6
677 38 37 0
678 39 1 32
679 39 2 34
680 39 3 33
681 39 4 37
682 39 5 38
683 39 6 35
684 39 7 31
685 39 8 36
686 39 9 39
687 39 10 30
688 39 11 40
689 39 12 41
690 39 13 42
691 39 14 43
692 39 15 44
693 39 16 45
694 39 17 46
695 39 18 26
696 39 19 28
697 39 20 27
698 39 21 29
699 39 22 47
700 39 23 48
701 39 25 49
702 39 26 50
703 39 27 51
704 39 28 16
705 39 29 14
706 39 30 15
707 39 31 17
708 39 32 9
709 39 33 7
710 39 34 8
711 39 35 10
712 39 36 1
713 39 37 2
714 39 38 3
715 40 1 33
716 40 2 35
717 40 3 34
718 40 4 38
719 40 5 37
720 40 6 36
721 40 7 39
722 40 8 32
723 40 9 40
724 40 10 41
725 40 11 31
726 40 12 30
727 40 13 43
728 40 14 44
729 40 15 42
730 40 16 46
731 40 17 45
732 40 18 27
733 40 19 29
734 40 20 26
735 40 21 47
736 40 22 48
737 40 23 49
738 40 24 50
739 40 25 51
740 40 26 52
741 40 27 53
742 40 28 54
743 40 29 15
744 40 30 55
745 40 31 16
746 40 32 17
747 40 33 9
748 40 35 7
749 40 36 4
750 40 37 3
751 40 38 1
752 40 39 0
753 41 1 34
754 41 2 37
755 41 3 35
756 41 4 40
757 41 5 41
758 41 6 38
759 41 7 42
760 41 8 33
761 41 9 43
762 41 10 32
763 41 11 44
764 41 12 45
765 41 13 46
766 41 14 47
767 41 15 49
768 41 16 50
769 41 17 51
770 41 18 29
771 41 19 31
772 41 20 28
773 41 21 30
774 41 22 52
775 41 23 53
776 41 24 54
777 41 25 55
778 41 26 57
779 41 27 58
780 41 28 59
781 41 29 16
782 41 30 61
783 41 31 62
784 41 32 15
785 41 33 11
786 41 34 17
787 41 35 12
788 41 36 7
789 41 37 5
790 41 38 2
791 41 39 4
792 41 40 6
793 42 1 35
794 42 2 36
795 42 3 37
796 42 4 39
797 42 5 40
798 42 6 41
799 42 7 43
800 42 8 34
801 42 9 42
802 42 10 38
803 42 11 33
804 42 12 44
805 42 13 45
806 42 14 46
807 42 15 47
808 42 16 48
809 42 17 49
810 42 18 31
811 42 19 32
812 42 20 29
813 42 21 50
814 42 22 51
815 42 23 52
816 42 24 53
817 42 25 54
818 42 26 55
819 42 27 56
820 42 28 57
821 42 29 17
822 42 30 58
823 42 31 59
824 42 32 16
825 42 33 10
826 42 34 11
827 42 35 18
828 42 36 12
829 42 37 8
830 42 38 4
831 42 39 5
832 42 40 2
833 42 41 0
834 43 1 36
835 43 2 38
836 43 3 39
837 43 4 41
838 43 5 42
839 43 6 40
840 43 7 44
841 43 8 35
842 43 9 37
843 43 10 34
844 43 11 43
845 43 12 46
846 43 13 33
847 43 14 45
848 43 15 48
849 43 16 47
850 43 17 50
851 43 18 32
852 43 19 49
853 43 20 30
854 43 22 31
855 43 23 51
856 43 24 52
857 43 25 53
858 43 26 54
859 43 27 55
860 43 28 56
861 43 29 57
862 43 30 59
863 43 31 58
864 43 32 24
865 43 33 15
866 43 34 16
867 43 35 11
868 43 36 10
869 43 37 13
870 43 38 5
871 43 39 6
872 43 40 8
873 43 41 1
874 43 42 3
875 44 1 37
876 44 2 39
877 44 3 36
878 44 4 42
879 44 5 43
880 44 6 44
881 44 7 40
882 44 8 38
883 44 9 35
884 44 10 45
885 44 11 41
886 44 13 47
887 44 14 34
888 44 15 46
889 44 16 49
890 44 17 48
891 44 18 50
892 44 19 51
893 44 20 31
894 44 21 32
895 44 22 33
896 44 23 54
897 44 24 55
898 44 25 52
899 44 26 53
900 44 27 57
901 44 28 58
902 44 29 56
903 44 30 60
904 44 32 59
905 44 33 16
906 44 34 18
907 44 35 17
908 44 36 11
909 44 37 10
910 44 38 7
911 44 39 12
912 44 40 5
913 44 41 3
914 44 42 1
915 44 43 0
916 45 1 38
917 45 2 40
918 45 3 41
919 45 4 43
920 45 5 39
921 45 6 42
922 45 7 36
923 45 8 37
924 45 10 44
925 45 11 45
926 45 12 34
927 45 13 48
928 45 14 35
929 45 15 50
930 45 16 51
931 45 17 47
932 45 18 46
933 45 19 52
934 45 20 32
935 45 21 31
936 45 22 49
937 45 23 33
938 45 24 56
939 45 25 57
940 45 26 58
941 45 27 54
942 45 28 53
943 45 29 55
944 45 30 62
945 45 31 60
946 45 32 61
947 45 33 17
948 45 34 19
949 45 35 16
950 45 36 14
951 45 37 11
952 45 38 13
953 45 39 18
954 45 40 10
955 45 41 9
956 45 42 6
957 45 43 2
958 45 44 4
959 46 1 39
960 46 2 41
961 46 3 38
962 46 4 44
963 46 5 45
964 46 6 43
965 46 7 46
966 46 8 40
967 46 9 47
968 46 10 36
969 46 11 42
970 46 12 35
971 46 13 37
972 46 14 48
973 46 15 51
974 46 16 34
975 46 17 52
976 46 18 49
977 46 19 50
978 46 20 33
979 46 21 53
980 46 22 32
981 46 23 31
982 46 24 57
983 46 25 56
984 46 26 59
985 46 27 60
986 46 28 55
987 46 29 54
988 46 30 63
989 46 31 61
990 46 32 58
991 46 33 18
992 46 34 20
993 46 35 19
994 46 36 17
995 46 37 16
996 46 38 11
997 46 39 13
998 46 40 12
999 46 41 14
1000 46 42 7
1001 46 43 4
1002 46 44 2
1003 46 45 0
1004 47 1 40
1005 47 2 42
1006 47 3 43
1007 47 4 45
1008 47 5 44
1009 47 6 39
1010 47 7 41
1011 47 8 46
1012 47 9 48
1013 47 10 47
1014 47 11 38
1015 47 12 36
1016 47 13 49
1017 47 14 37
1018 47 15 35
1019 47 16 52
1020 47 18 51
1021 47 19 53
1022 47 20 50
1023 47 21 33
1024 47 22 34
1025 47 23 32
1026 47 24 58
1027 47 25 59
1028 47 26 56
1029 47 27 61
1030 47 28 60
1031 47 29 62
1032 47 30 54
1033 47 31 55
1034 47 32 57
1035 47 33 19
1036 47 34 63
1037 47 35 20
1038 47 36 18
1039 47 37 21
1040 47 38 17
1041 47 39 11
1042 47 40 13
1043 47 41 22
1044 47 43 7
1045 47 44 6
1046 47 45 1
1047 47 46 3
1048 48 1 41
1049 48 2 43
1050 48 3 40
1051 48 4 46
1052 48 5 47
1053 48 6 45
1054 48 7 48
1055 48 8 39
1056 48 9 44
1057 48 10 42
1058 48 11 49
1059 48 12 50
1060 48 13 36
1061 48 14 38
1062 48 15 37
1063 48 16 35
1064 48 17 53
1065 48 18 52
1066 48 19 54
1067 48 20 51
1068 48 21 55
1069 48 22 56
1070 48 23 34
1071 48 24 32
1072 48 25 58
1073 48 26 60
1074 48 27 59
1075 48 28 61
1076 48 29 63
1077 48 30 57
1078 48 31 64
1079 48 32 62
1080 48 33 65
1081 48 34 66
1082 48 35 67
1083 48 36 19
1084 48 37 18
1085 48 38 20
1086 48 39 21
1087 48 40 11
1088 48 41 13
1089 48 42 9
1090 48 43 12
1091 48 44 8
1092 48 45 3
1093 48 46 1
1094 48 47 0
1095 49 1 42
1096 49 2 44
1097 49 3 45
1098 49 4 47
1099 49 5 46
1100 49 6 48
1101 49 7 49
1102 49 8 41
1103 49 9 50
1104 49 10 39
1105 49 11 51
1106 49 12 40
1107 49 13 38
1108 49 14 36
1109 49 15 43
1110 49 16 37
1111 49 17 54
1112 49 18 53
1113 49 19 55
1114 49 20 52
1115 49 21 56
1116 49 22 35
1117 49 23 57
1118 49 24 33
1119 49 25 34
1120 49 26 61
1121 49 27 62
1122 49 29 58
1123 49 30 64
1124 49 31 63
1125 49 32 60
1126 49 33 59
1127 49 34 65
1128 49 36 20
1129 49 37 19
1130 49 38 18
1131 49 39 22
1132 49 40 14
1133 49 41 21
1134 49 42 13
1135 49 43 9
1136 49 44 15
1137 49 45 5
1138 49 46 6
1139 49 47 2
1140 49 48 4
1141 50 1 43
1142 50 2 45
1143 50 3 42
1144 50 4 48
1145 50 5 49
1146 50 6 46
1147 50 7 47
1148 50 8 44
1149 50 9 41
1150 50 10 40
1151 50 11 50
1152 50 12 51
1153 50 13 52
1154 50 14 39
1155 50 15 36
1156 50 16 38
1157 50 17 37
1158 50 18 54
1159 50 19 56
1160 50 20 53
1161 50 21 57
1162 50 22 55
1163 50 23 35
1164 50 24 34
1165 50 25 60
1166 50 26 62
1167 50 27 63
1168 50 28 64
1169 50 29 59
1170 50 30 65
1171 50 31 66
1172 50 32 67
1173 50 33 58
1174 50 34 61
1175 50 35 68
1176 50 36 22
1177 50 37 20
1178 50 38 19
1179 50 39 23
1180 50 40 18
1181 50 41 24
1182 50 42 14
1183 50 43 17
1184 50 44 9
1185 50 45 7
1186 50 46 5
1187 50 47 4
1188 50 48 2
1189 50 49 0
1190 51 1 44
1191 51 2 46
1192 51 3 47
1193 51 4 49
1194 51 5 48
1195 51 6 50
1196 51 7 45
1197 51 8 42
1198 51 9 51
1199 51 10 43
1200 51 11 52
1201 51 12 53
1202 51 13 41
1203 51 14 54
1204 51 15 38
1205 51 16 36
1206 51 17 39
1207 51 18 55
1208 51 19 40
1209 51 20 56
1210 51 21 37
1211 51 22 57
1212 51 23 58
1213 51 24 35
1214 51 25 61
1215 51 26 63
1216 51 27 64
1217 51 28 62
1218 51 29 60
1219 51 30 66
1220 51 31 65
1221 51 32 68
1222 51 33 67
1223 51 34 59
1224 51 35 69
1225 51 36 23
1226 51 37 70
1227 51 38 21
1228 51 39 19
1229 51 40 20
1230 51 42 15
1231 51 43 14
1232 51 44 13
1233 51 45 8
1234 51 46 9
1235 51 47 5
1236 51 48 6
1237 51 49 1
1238 51 50 3
1239 52 1 45
1240 52 2 47
1241 52 3 44
1242 52 4 50
1243 52 5 51
1244 52 6 49
1245 52 7 52
1246 52 8 43
1247 52 9 46
1248 52 10 48
1249 52 11 53
1250 52 12 42
1251 52 13 54
1252 52 14 55
1253 52 15 39
1254 52 16 40
1255 52 17 38
1256 52 18 41
1257 52 19 57
1258 52 20 58
1259 52 21 59
1260 52 22 60
1261 52 23 36
1262 52 24 37
1263 52 25 35
1264 52 26 64
1265 52 27 65
1266 52 28 63
1267 52 29 61
1268 52 30 56
1269 52 31 67
1270 52 33 62
1271 52 34 68
1272 52 35 66
1273 52 36 69
1274 52 37 23
1275 52 38 22
1276 52 39 20
1277 52 40 19
1278 52 41 18
1279 52 42 21
1280 52 43 25
1281 52 44 14
1282 52 45 12
1283 52 46 8
1284 52 47 9
1285 52 48 5
1286 52 49 3
1287 52 50 1
1288 52 51 0
1289 53 1 46
1290 53 2 48
1291 53 3 49
1292 53 4 51
1293 53 5 50
1294 53 6 47
1295 53 7 53
1296 53 8 45
1297 53 9 52
1298 53 10 54
1299 53 11 55
1300 53 12 43
1301 53 13 44
1302 53 14 56
1303 53 15 41
1304 53 16 39
1305 53 17 40
1306 53 18 42
1307 53 19 58
1308 53 20 57
1309 53 22 38
1310 53 23 37
1311 53 24 36
1312 53 25 62
1313 53 26 35
1314 53 27 66
1315 53 28 65
1316 53 29 64
1317 53 30 67
1318 53 31 68
1319 53 32 63
1320 53 33 60
1321 53 34 69
1322 53 35 59
1323 53 36 61
1324 53 37 71
1325 53 38 24
1326 53 39 25
1327 53 40 21
1328 53 41 19
1329 53 42 20
1330 53 44 22
1331 53 45 15
1332 53 46 10
1333 53 47 8
1334 53 48 7
1335 53 49 11
1336 53 50 6
1337 53 51 2
1338 53 52 4
1339 54 1 47
1340 54 2 49
1341 54 3 46
1342 54 4 52
1343 54 5 53
1344 54 6 51
1345 54 7 50
1346 54 8 48
1347 54 9 45
1348 54 10 55
1349 54 11 54
1350 54 12 56
1351 54 13 57
1352 54 14 58
1353 54 15 59
1354 54 16 41
1355 54 17 42
1356 54 18 43
1357 54 19 44
1358 54 20 60
1359 54 21 40
1360 54 22 39
1361 54 23 61
1362 54 24 38
1363 54 25 36
1364 54 26 37
1365 54 27 67
1366 54 28 66
1367 54 29 65
1368 54 30 68
1369 54 31 35
1370 54 32 64
1371 54 33 63
1372 54 34 62
1373 54 35 70
1374 54 36 71
1375 54 37 69
1376 54 38 72
1377 54 39 24
1378 54 40 22
1379 54 41 20
1380 54 42 19
1381 54 43 18
1382 54 44 21
1383 54 45 23
1384 54 46 15
1385 54 47 10
1386 54 48 14
1387 54 49 7
1388 54 50 8
1389 54 51 4
1390 54 52 2
1391 54 53 0
1392 55 1 48
1393 55 2 50
1394 55 3 51
1395 55 4 53
1396 55 5 52
1397 55 6 54
1398 55 7 55
1399 55 8 47
1400 55 9 49
1401 55 10 46
1402 55 11 56
1403 55 12 57
1404 55 13 58
1405 55 14 59
1406 55 15 45
1407 55 16 42
1408 55 17 41
1409 55 18 44
1410 55 19 43
1411 55 20 61
1412 55 21 60
1413 55 22 40
1414 55 23 39
1415 55 24 62
1416 55 25 37
1417 55 26 36
1418 55 27 38
1419 55 28 67
1420 55 29 66
1421 55 30 69
1422 55 31 70
1423 55 32 65
1424 55 33 64
1425 55 34 71
1426 55 35 63
1427 55 36 68
1428 55 37 72
1429 55 38 73
1430 55 39 74
1431 55 40 23
1432 55 41 25
1433 55 42 22
1434 55 43 19
1435 55 44 20
1436 55 45 21
1437 55 46 24
1438 55 47 12
1439 55 48 10
1440 55 49 8
1441 55 50 11
1442 55 51 7
1443 55 52 6
1444 55 53 1
1445 55 54 3
1446 56 1 49
1447 56 2 51
1448 56 3 48
1449 56 4 54
1450 56 5 55
1451 56 6 52
1452 56 7 56
1453 56 8 50
1454 56 9 53
1455 56 10 57
1456 56 11 46
1457 56 12 47
1458 56 13 59
1459 56 14 60
1460 56 15 58
1461 56 16 43
1462 56 17 44
1463 56 18 45
1464 56 19 61
1465 56 20 62
1466 56 22 63
1467 56 23 40
1468 56 24 39
1469 56 25 38
1470 56 26 41
1471 56 27 36
1472 56 28 37
1473 56 29 42
1474 56 30 70
1475 56 31 69
1476 56 32 66
1477 56 33 68
1478 56 34 64
1479 56 35 65
1480 56 36 67
1481 56 37 73
1482 56 38 71
1483 56 39 72
1484 56 40 24
1485 56 41 23
1486 56 42 25
1487 56 43 20
1488 56 44 19
1489 56 45 22
1490 56 46 21
1491 56 47 14
1492 56 48 15
1493 56 49 10
1494 56 50 12
1495 56 51 11
1496 56 52 7
1497 56 54 1
1498 56 55 0
1499 57 1 50
1500 57 2 52
1501 57 3 53
1502 57 4 55
1503 57 5 54
1504 57 6 56
1505 57 7 51
1506 57 8 49
1507 57 9 57
1508 57 10 58
1509 57 11 47
1510 57 12 48
1511 57 13 60
1512 57 14 61
1513 57 15 62
1514 57 16 44
1515 57 17 43
1516 57 18 59
1517 57 19 45
1518 57 20 46
1519 57 21 42
1520 57 22 64
1521 57 24 41
1522 57 25 39
1523 57 26 38
1524 57 27 37
1525 57 28 36
1526 57 29 40
1527 57 30 71
1528 57 31 72
1529 57 32 69
1530 57 33 66
1531 57 34 67
1532 57 35 73
1533 57 36 63
1534 57 37 65
1535 57 38 68
1536 57 39 70
1537 57 40 25
1538 57 41 26
1539 57 42 23
1540 57 43 21
1541 57 44 24
1542 57 45 20
1543 57 46 22
1544 57 47 15
1545 57 48 16
1546 57 49 12
1547 57 51 10
1548 57 52 11
1549 57 53 3
1550 57 54 5
1551 57 55 2
1552 57 56 4
1553 58 1 51
1554 58 2 53
1555 58 3 50
1556 58 4 56
1557 58 5 57
1558 58 6 55
1559 58 7 54
1560 58 8 52
1561 58 9 58
1562 58 10 49
1563 58 11 48
1564 58 12 59
1565 58 13 61
1566 58 14 62
1567 58 15 60
1568 58 16 63
1569 58 17 64
1570 58 18 47
1571 58 19 46
1572 58 20 45
1573 58 21 44
1574 58 22 43
1575 58 23 42
1576 58 24 65
1577 58 25 40
1578 58 26 39
1579 58 27 41
1580 58 28 38
1581 58 29 67
1582 58 30 72
1583 58 31 71
1584 58 32 37
1585 58 33 69
1586 58 34 70
1587 58 35 74
1588 58 36 66
1589 58 37 68
1590 58 38 75
1591 58 39 73
1592 58 40 28
1593 58 41 27
1594 58 42 24
1595 58 43 22
1596 58 44 23
1597 58 45 25
1598 58 46 26
1599 58 47 16
1600 58 48 17
1601 58 49 29
1602 58 50 10
1603 58 51 12
1604 58 52 13
1605 58 53 5
1606 58 54 6
1607 58 55 4
1608 58 56 2
1609 58 57 0
1610 59 1 52
1611 59 2 54
1612 59 3 55
1613 59 4 57
1614 59 5 56
1615 59 6 53
1616 59 7 58
1617 59 8 51
1618 59 9 59
1619 59 10 50
1620 59 11 60
1621 59 12 49
1622 59 13 62
1623 59 14 63
1624 59 15 61
1625 59 16 64
1626 59 18 48
1627 59 19 47
1628 59 20 65
1629 59 21 46
1630 59 22 66
1631 59 23 67
1632 59 24 42
1633 59 25 41
1634 59 26 40
1635 59 27 39
1636 59 28 43
1637 59 29 38
1638 59 30 44
1639 59 31 45
1640 59 32 70
1641 59 33 71
1642 59 34 72
1643 59 35 75
1644 59 36 73
1645 59 37 74
1646 59 38 69
1647 59 39 68
1648 59 40 76
1649 59 41 77
1650 59 42 26
